Matr,CF,1,2,3,tot,CDS,Tipo_CDS,Coorte,Anni_Carriera,ANNO_DIPLOMA,VOTO_DIPLOMA,CODICE_MECCANOGRAFICO,TIPO_MATURITA,ANNO_ACCADEMICO_LAUREA,VOTO_LAUREA,Erasmus,TESI_ESTERO,STATO_STUDENTE,MOTIVO_STATO_STUDENTE,FC
4278,A2554,27,45,24,96,06222,LM,2011,2,2008,100,SAPS09000C,Scientifica,2014,110,0,0,Cessato,Laureato,2
4279,A4610,?,30,15,45,06222,LM,2011,2,2008,100,SAPS06000L,Scientifica,2015,106,0,0,Cessato,Laureato,3
4280,A801,33,45,42,120,06222,LM,2011,2,2006,100,NAPS180008,Scientifica,2013,111,1,0,Cessato,Laureato,1
4281,A1656,?,?,?,?,06222,LM,2011,1,1984,51,CEPC00101A,Classica,?,?,0,0,Cessato,Decadenza,0
4282,A1444,30,45,?,75,06222,LM,2011,2,2005,100,SAPS09000C,Scientifica,2015,110,1,0,Cessato,Laureato,3
4283,A1583,51,45,24,120,06222,LM,2012,2,2008,75,AVPS02701R,Scientifica,2014,111,1,0,Cessato,Laureato,1
4284,A769,24,33,21,78,06222,LM,2012,2,2008,97,AVPS12000T,Scientifica,2016,111,1,1,Cessato,Laureato,3
4285,A2011,45,57,18,120,06222,LM,2012,2,2008,98,NAPC080008,Scientifica,2014,111,0,0,Cessato,Laureato,1
4286,A4615,39,63,18,120,06222,LM,2012,2,2007,100,SAPC12000X,Classica,2014,111,0,0,Cessato,Laureato,1
4287,A1875,27,42,33,102,06222,LM,2012,2,2007,95,SAPS09000C,Scientifica,2015,111,1,1,Cessato,Laureato,2
4288,A2741,?,?,?,?,06222,LM,2012,2,2005,68,SAPS020006,Scientifica,?,?,0,0,Cessato,Decadenza,0
4289,A700,15,39,18,72,06222,LM,2012,2,2006,100,AVPS12000T,Scientifica,2016,108,0,0,Cessato,Laureato,3
4290,A347,57,39,24,120,06222,LM,2012,2,2009,93,SAPS020006,Scientifica,2014,111,1,0,Cessato,Laureato,1
4291,A4505,39,45,36,120,06222,LM,2012,2,2009,100,SAPS08000T,Scientifica,2014,111,0,0,Cessato,Laureato,1
4292,A1206,18,24,36,78,06222,LM,2012,2,2006,100,SAPS02401E,Scientifica,2015,108,0,0,Cessato,Laureato,2
4293,A1310,27,51,42,120,06222,LM,2012,2,2009,98,SAPC06000D,Classica,2014,111,0,0,Cessato,Laureato,1
4294,A2606,24,66,39,129,06222,LM,2012,2,2009,100,SAPC040008,Classica,2014,111,1,0,Cessato,Laureato,1
4295,A818,27,33,36,96,06222,LM,2012,2,2008,100,NAPS05701B,Scientifica,2015,108,0,0,Cessato,Laureato,2
4296,A1801,21,?,?,21,06222,LM,2012,2,2009,100,MTPS020005,Scientifica,?,?,0,0,Cessato,Rinuncia,2
4297,A4080,45,33,42,120,06222,LM,2012,2,2009,93,SAPS08000T,Scientifica,2014,110,1,0,Cessato,Laureato,1
4298,A4554,18,48,54,120,06222,LM,2012,2,2008,100,SAIS00100B,Linguistico,2014,111,0,0,Cessato,Laureato,1
4299,A4985,30,60,30,120,06222,LM,2012,2,2008,100,SAPS15000V,Scientifica,2014,111,0,0,Cessato,Laureato,1
4300,A3420,27,33,42,102,06222,LM,2012,2,2008,100,SAPSX00078,Scientifica,2015,111,0,0,Cessato,Laureato,2
4301,A2187,30,54,36,120,06222,LM,2012,2,2008,100,SAPS120003,Scientifica,2014,111,1,1,Cessato,Laureato,1
4302,A70,33,33,18,84,06222,LM,2012,2,2007,100,SAPM050003,Scientifica,2015,110,1,0,Cessato,Laureato,2
4303,A4094,24,33,21,78,06222,LM,2012,2,2008,100,SAPS04000B,Scientifica,2015,111,0,0,Cessato,Laureato,2
4304,A3787,24,39,33,96,06222,LM,2012,2,2006,80,SATF06000P,Tecnico,2015,106,0,0,Cessato,Laureato,2
4305,A4327,45,57,18,120,06222,LM,2013,2,2008,95,SAPS020006,Scientifica,2015,111,0,0,Cessato,Laureato,1
4306,A4219,51,78,?,129,06222,LM,2013,2,2009,96,SAPS06000L,Scientifica,2014,110,1,0,Cessato,Laureato,0
4307,A2493,51,69,?,120,06222,LM,2013,2,2009,93,AVPS02701R,Scientifica,2014,111,0,0,Cessato,Laureato,0
4308,A4251,45,30,15,90,06222,LM,2013,2,2009,80,NAPC02000L,Scientifica,2017,104,0,0,Cessato,Laureato,3
4309,A2725,33,45,42,120,06222,LM,2013,2,2009,96,SAPC06000D,Classica,2015,110,0,0,Cessato,Laureato,1
4310,A2020,39,39,42,120,06222,LM,2013,2,2004,76,SAPS03000R,Scientifica,2015,107,0,0,Cessato,Laureato,1
4311,A4670,27,33,6,66,06222,LM,2013,2,2008,88,AVPS06000B,Scientifica,2017,105,0,0,Cessato,Laureato,3
4312,A2247,33,63,24,120,06222,LM,2013,2,2008,100,SAPS170004,Scientifica,2015,111,1,1,Cessato,Laureato,1
4313,A3030,57,39,24,120,06222,LM,2013,2,2007,100,SAPS03000R,Scientifica,2015,111,1,1,Cessato,Laureato,1
4314,A888,39,33,48,120,06222,LM,2013,2,2007,96,NAPC02000L,Scientifica,2015,110,1,1,Cessato,Laureato,1
4315,A2491,45,51,24,120,06222,LM,2013,2,2009,100,BNPM02000T,Scientifica,2015,111,1,0,Cessato,Laureato,1
4316,A2939,39,39,42,120,06222,LM,2013,2,2007,82,SAPS09000C,Scientifica,2015,103,0,0,Cessato,Laureato,1
4317,A3801,45,51,24,120,06222,LM,2013,2,2009,100,SAPS170004,Scientifica,2015,111,1,1,Cessato,Laureato,1
4318,A4311,27,39,6,72,06222,LM,2013,2,2006,100,NAPC02000L,Scientifica,2017,109,0,0,Cessato,Laureato,3
4319,A2413,45,51,24,120,06222,LM,2013,2,2007,100,SAPS06000L,Scientifica,2015,111,0,0,Cessato,Laureato,1
4320,A1135,45,51,24,120,06222,LM,2013,2,2009,87,AVPC05000N,Classica,2015,111,1,1,Cessato,Laureato,1
4321,A4576,18,12,?,30,06222,LM,2013,2,2002,90,SATF06000P,Tecnico,?,?,0,0,Attivo,Immatricolazione,4
4322,A1020,45,45,30,120,06222,LM,2013,2,2008,90,SAPS120003,Scientifica,2015,111,0,0,Cessato,Laureato,1
4323,A4736,51,69,?,120,06222,LM,2013,2,2010,92,SAPS020006,Scientifica,2014,111,0,0,Cessato,Laureato,0
4324,A319,51,69,?,120,06222,LM,2013,2,2010,100,SAPS18000P,Scientifica,2014,111,1,1,Cessato,Laureato,0
4325,A4938,45,51,24,120,06222,LM,2013,2,2009,100,AVPC05000N,Classica,2015,111,1,1,Cessato,Laureato,1
4326,A3336,57,52,17,126,06222,LM,2013,2,2010,100,SAPS020006,Scientifica,2015,111,1,0,Cessato,Laureato,1
4327,A3465,51,24,51,126,06222,LM,2013,2,2010,100,SAPS08000T,Scientifica,2015,111,1,1,Cessato,Laureato,1
4328,A2769,39,81,?,120,06222,LM,2013,2,2009,100,SAPS06000L,Scientifica,2014,111,1,1,Cessato,Laureato,0
4329,A9,51,58,17,126,06222,LM,2013,2,2010,92,SAPC12000X,Classica,2015,111,1,0,Cessato,Laureato,1
4330,A3252,45,57,18,120,06222,LM,2013,2,2010,93,SAPS020006,Scientifica,2015,111,0,0,Cessato,Laureato,1
4331,A166,45,75,?,120,06222,LM,2013,2,2010,71,SAPS170004,Scientifica,2014,111,0,0,Cessato,Laureato,0
4332,A4335,33,63,24,120,06222,LM,2013,2,2009,100,SAPS09000C,Scientifica,2015,111,1,1,Cessato,Laureato,1
4333,A190,39,39,47,125,06222,LM,2013,2,2008,80,SAPS11000C,Classica,2015,111,1,1,Cessato,Laureato,1
4334,A3628,33,36,51,120,06222,LM,2013,2,2009,91,SAPC12000X,Classica,2015,111,1,1,Cessato,Laureato,1
4335,A3929,24,30,48,102,06222,LM,2013,2,2006,92,SAPS04000B,Scientifica,2016,110,0,0,Cessato,Laureato,2
4336,A1264,24,54,42,120,06222,LM,2013,2,2005,82,SAPC040008,Classica,2015,110,0,0,Cessato,Laureato,1
4337,A4337,24,45,33,102,06222,LM,2013,2,2007,72,SAPS09000C,Scientifica,2016,109,0,0,Cessato,Laureato,2
4338,A4878,39,63,18,120,06222,LM,2013,2,2010,98,BNPS003014,Scientifica,2015,111,0,0,Cessato,Laureato,1
4339,A891,27,57,36,120,06222,LM,2013,2,2010,92,SAPS06000L,Scientifica,2015,111,0,0,Cessato,Laureato,1
4340,A4737,12,51,35,98,06222,LM,2013,2,2006,100,SAPS020006,Scientifica,2016,100,1,1,Cessato,Laureato,2
4341,A2658,24,48,23,95,06222,LM,2013,2,2008,94,SAPS18000P,Scientifica,2017,108,1,1,Cessato,Laureato,3
4342,A3451,18,6,27,51,06222,LM,2013,2,2007,96,SAPS120003,Scientifica,?,?,0,0,Attivo,Immatricolazione,4
4343,A4405,33,24,45,102,06222,LM,2013,2,2007,98,SAPC12000X,Classica,2016,111,0,0,Cessato,Laureato,2
4344,A3735,39,63,18,120,06222,LM,2014,2,2010,86,NAPS110002,Scientifica,2016,111,0,0,Cessato,Laureato,1
4345,A2108,39,81,?,120,06222,LM,2014,2,2010,86,NAPS110002,Scientifica,2015,111,0,0,Cessato,Laureato,0
4346,A1836,51,69,?,120,06222,LM,2014,2,2010,91,SAPS09000C,Scientifica,2015,111,0,0,Cessato,Laureato,0
4347,A3341,51,69,?,120,06222,LM,2014,2,2008,100,SAPS09000C,Scientifica,2015,111,0,0,Cessato,Laureato,0
4348,A4597,27,33,?,60,06222,LM,2014,2,2007,100,SATE06901B,Scientifica,?,?,0,0,Attivo,Immatricolazione,3
4349,A1728,51,69,?,120,06222,LM,2014,2,2010,93,SAPS09000C,Scientifica,2015,107,0,0,Cessato,Laureato,0
4350,A3674,51,69,?,120,06222,LM,2014,2,2010,86,SAPS020006,Scientifica,2015,111,0,0,Cessato,Laureato,0
4351,A4604,39,51,30,120,06222,LM,2014,2,2008,82,SAPS10000T,Scientifica,2016,111,0,0,Cessato,Laureato,1
4352,A1046,39,21,6,66,06222,LM,2014,2,2006,92,SAPS01000G,Scientifica,?,?,0,0,Attivo,Immatricolazione,3
4353,A2898,33,57,30,120,06222,LM,2014,2,2009,100,SAPS020006,Scientifica,2016,111,0,0,Cessato,Laureato,1
4354,A2830,57,63,?,120,06222,LM,2014,2,2010,89,SAPC05000V,Classica,2015,109,0,0,Cessato,Laureato,0
4355,A1499,33,45,42,120,06222,LM,2014,2,2010,86,SATF06000P,Tecnico,2016,111,1,1,Cessato,Laureato,1
4356,A2850,51,69,?,120,06222,LM,2014,2,2011,100,SAPS18000P,Scientifica,2015,111,0,0,Cessato,Laureato,0
4357,A4869,57,63,?,120,06222,LM,2014,2,2011,100,NAPS12001N,Scientifica,2015,111,0,0,Cessato,Laureato,0
4358,A2669,33,27,18,78,06222,LM,2014,2,2006,98,SAPC10000P,Scientifica,2018,110,0,0,Cessato,Laureato,3
4359,A4089,45,75,?,120,06222,LM,2014,2,2008,88,AVPM040007,Scientifica,2015,111,0,0,Cessato,Laureato,0
4360,A4588,45,75,?,120,06222,LM,2014,2,2010,100,SAPS120003,Scientifica,2015,111,0,0,Cessato,Laureato,0
4361,A4891,45,57,18,120,06222,LM,2014,2,2010,88,AVPS03000G,Scientifica,2016,111,0,0,Cessato,Laureato,1
4362,A1709,51,69,?,120,06222,LM,2014,2,2011,100,SAPS04000B,Scientifica,2015,111,0,0,Cessato,Laureato,0
4363,A1633,27,63,30,120,06222,LM,2014,2,2011,100,SAPC12000X,Classica,2016,111,0,0,Cessato,Laureato,1
4364,A4055,33,51,36,120,06222,LM,2014,2,2010,90,SAPS04000B,Scientifica,2016,111,1,1,Cessato,Laureato,1
4365,A4617,33,87,?,120,06222,LM,2014,2,2011,100,SAPC00101P,Scientifica,2015,111,0,0,Cessato,Laureato,0
4366,A1439,33,45,35,113,06222,LM,2014,2,2010,95,SATF08000X,Tecnico,?,?,1,0,Attivo,Immatricolazione,2
4367,A20,6,?,?,6,06222,LM,2014,2,2005,92,SAPS02401E,Scientifica,?,?,0,0,Cessato,Decadenza,0
4368,A2492,51,51,33,135,06222,LM,2014,2,2011,100,AVPS02701R,Scientifica,2016,111,1,0,Cessato,Laureato,1
4369,A1125,6,?,?,6,06222,LM,2014,2,2009,100,SAPS120003,Scientifica,?,?,0,0,Cessato,Rinuncia,0
4370,A654,39,63,18,120,06222,LM,2014,2,2011,100,BNPC01101X,Classica,2016,111,0,0,Cessato,Laureato,1
4371,A4743,51,69,?,120,06222,LM,2014,2,2011,97,AVPC05000N,Classica,2015,111,0,0,Cessato,Laureato,0
4372,A3446,45,57,18,120,06222,LM,2014,2,2011,100,AVPS12000T,Scientifica,2016,111,0,0,Cessato,Laureato,1
4373,A1992,51,69,?,120,06222,LM,2015,2,2012,95,CSPS024019,Scientifica,2016,111,0,0,Cessato,Laureato,0
4374,A834,57,63,?,120,06222,LM,2015,2,2012,100,KRPS040001,Scientifica,2016,111,0,0,Cessato,Laureato,0
4375,A782,33,45,48,126,06222,LM,2015,2,2009,84,SAPS020006,Scientifica,2017,111,1,1,Cessato,Laureato,1
4376,A2644,51,69,?,120,06222,LM,2015,2,2011,85,SATF06000P,Tecnico,2016,111,0,0,Cessato,Laureato,0
4377,A2678,33,45,42,120,06222,LM,2015,2,2008,90,SAPM020007,Scientifica,2017,104,0,0,Cessato,Laureato,1
4378,A4262,33,51,36,120,06222,LM,2015,2,2010,60,SAPS15000V,Scientifica,2017,107,0,0,Cessato,Laureato,1
4379,A484,39,63,18,120,06222,LM,2015,2,2010,100,SAPS08000T,Scientifica,2017,110,0,0,Cessato,Laureato,1
4380,A2861,27,51,42,120,06222,LM,2015,2,2008,100,AVPS06000B,Scientifica,2017,106,0,0,Cessato,Laureato,1
4381,A1411,51,69,?,120,06222,LM,2015,2,2011,100,SAPC05000V,Linguistico,2016,111,0,0,Cessato,Laureato,0
4382,A3285,51,51,18,120,06222,LM,2015,2,2010,100,SAPS04000B,Scientifica,2017,110,0,0,Cessato,Laureato,1
4383,A2339,45,57,18,120,06222,LM,2015,2,2009,100,SATA06701T,Agrario,2017,111,0,0,Cessato,Laureato,1
4384,A2803,51,45,24,120,06222,LM,2015,2,2009,93,SAPC12000X,Classica,2017,109,0,0,Cessato,Laureato,1
4385,A3998,33,45,42,120,06222,LM,2015,2,2011,100,SAPS09000C,Scientifica,2017,111,0,0,Cessato,Laureato,1
4386,A2931,51,69,?,120,06222,LM,2015,2,2011,100,NAPS12000L,Scientifica,2016,111,0,0,Cessato,Laureato,0
4387,A2721,51,39,30,120,06222,LM,2015,2,2010,100,SAPS020006,Scientifica,2017,111,0,0,Cessato,Laureato,1
4388,A4126,51,69,?,120,06222,LM,2015,2,2011,100,NAPS160003,Scientifica,2016,111,0,0,Cessato,Laureato,0
4389,A401,33,24,21,78,06222,LM,2015,2,2011,95,SAPS08000T,Scientifica,?,?,0,0,Attivo,Immatricolazione,2
4390,A4354,33,87,?,120,06222,LM,2015,2,2011,100,AVPS12000T,Scientifica,2016,111,0,0,Cessato,Laureato,0
4391,A639,57,63,?,120,06222,LM,2015,2,2012,100,RCPS060002,Scientifica,2016,111,0,0,Cessato,Laureato,0
4392,A3855,51,69,?,120,06222,LM,2015,2,2012,100,SAPS09000C,Scientifica,2016,111,0,0,Cessato,Laureato,0
4393,A3112,21,51,35,107,06222,LM,2015,2,2009,81,AVIS014008,Scientifica,?,?,1,1,Attivo,Immatricolazione,2
4394,A4794,27,45,48,120,06222,LM,2015,2,2009,89,NAPS160003,Scientifica,2017,105,0,0,Cessato,Laureato,1
4395,A193,39,57,24,120,06222,LM,2015,2,2012,98,SAPS120003,Scientifica,2017,111,1,1,Cessato,Laureato,1
4396,A1614,21,45,30,96,06222,LM,2015,2,2008,72,SAPS02401E,Scientifica,?,?,0,0,Attivo,Immatricolazione,2
4397,A4607,21,60,39,120,06222,LM,2015,2,2011,70,SAPC040008,Classica,2017,111,0,0,Cessato,Laureato,1
4398,A2998,21,51,24,96,06222,LM,2015,2,2010,100,SAPS120003,Scientifica,?,?,0,0,Attivo,Immatricolazione,2
4399,A4782,?,?,?,?,06222,LM,2015,1,2010,90,SAPS03000R,Scientifica,?,?,0,0,Cessato,Errata-Immatricolazione,0
4400,A1571,39,45,36,120,06222,LM,2015,2,2012,100,SAPC040008,Classica,2017,111,0,0,Cessato,Laureato,1
4401,A4707,93,27,?,120,06222,LM,2014,2,2006,2016,95,0,0,Cessato,Laureato,1
4402,A2258,27,93,?,120,06222,LM,2015,2,2012,100,SAPC10000P,Scientifica,2016,111,0,0,Cessato,Laureato,0
4403,A3553,33,63,24,120,06222,LM,2015,2,2012,100,SAPS18000P,Scientifica,2017,106,0,0,Cessato,Laureato,1
4404,A1955,27,75,18,120,06222,LM,2015,2,2012,100,SAPS10000T,Scientifica,2017,111,0,0,Cessato,Laureato,1
4405,A11,33,39,48,120,06222,LM,2015,2,2011,93,SAPC040008,Classica,2017,111,0,0,Cessato,Laureato,1
4406,A2370,15,57,48,120,06222,LM,2015,2,2012,100,SAPS020006,Scientifica,2017,111,0,0,Cessato,Laureato,1
4407,A2955,27,42,51,120,06222,LM,2015,2,2011,85,SAPS10000T,Scientifica,2017,110,0,0,Cessato,Laureato,1
4408,A687,51,45,24,120,06222,LM,2015,2,2012,100,SAPS01000G,Scientifica,2017,111,0,0,Cessato,Laureato,1
4409,A3879,27,69,24,120,06222,LM,2015,2,2012,100,SAPS04401Q,Scientifica,2017,111,0,0,Cessato,Laureato,1
4410,A3905,27,75,18,120,06222,LM,2015,2,2011,100,SAPS020006,Scientifica,2017,108,0,0,Cessato,Laureato,1
4411,A4782,39,45,18,102,06222,LM,2015,2,2010,90,SAPS03000R,Scientifica,?,?,0,0,Attivo,Immatricolazione,2
4412,A2495,?,?,?,?,06222,LM,2016,1,2012,100,SAPS070007,Scientifica,?,?,0,0,Cessato,Errata-Immatricolazione,0
4413,A1830,39,24,29,92,06222,LM,2016,2,2011,100,BNRI011018,Tecnico,?,?,1,0,Attivo,Immatricolazione,1
4414,A2495,51,27,12,90,06222,LM,2016,2,2012,100,SAPS070007,Scientifica,?,?,0,0,Attivo,Immatricolazione,1
4415,A1385,39,33,6,78,06222,LM,2016,2,2012,96,AVPS06000B,Scientifica,?,?,0,0,Attivo,Immatricolazione,1
4416,A3219,39,87,?,126,06222,LM,2016,2,2011,83,CTPS070005,Scientifica,2017,111,1,1,Cessato,Laureato,0
4417,A78,51,69,?,120,06222,LM,2016,2,2011,80,SAPC040008,Classica,2017,111,0,0,Cessato,Laureato,0
4418,A3652,57,86,?,143,06222,LM,2016,2,2013,100,SAPS120003,Scientifica,2017,111,1,1,Cessato,Laureato,0
4419,A4242,30,24,?,54,06222,LM,2016,2,2003,87,SAPC00101P,Classica,?,?,0,0,Attivo,Immatricolazione,1
4420,A2448,39,24,12,75,06222,LM,2016,2,2011,100,SAPS020006,Scientifica,?,?,0,1,Attivo,Immatricolazione,1
4421,A1829,57,63,?,120,06222,LM,2016,2,2012,100,AVPS12000T,Scientifica,2017,111,0,0,Cessato,Laureato,0
4422,A1849,57,63,?,120,06222,LM,2016,2,2013,86,SAPC040008,Classica,2017,111,0,0,Cessato,Laureato,0
4423,A3189,57,63,?,120,06222,LM,2016,2,2011,85,SAPC040008,Classica,2017,111,0,0,Cessato,Laureato,0
4424,A2534,57,63,?,120,06222,LM,2016,2,2009,94,PZPS01901V,Scientifica,2017,111,1,1,Cessato,Laureato,0
4425,A4211,39,39,6,84,06222,LM,2016,2,2008,83,SAPS120003,Scientifica,?,?,0,0,Attivo,Immatricolazione,1
4426,A3080,51,69,?,120,06222,LM,2016,2,2013,100,AVPS03000G,Scientifica,2017,111,0,0,Cessato,Laureato,0
4427,A3822,57,63,?,120,06222,LM,2016,2,2013,100,SAPC00101P,Scientifica,2017,111,0,0,Cessato,Laureato,0
4428,A3330,57,63,?,120,06222,LM,2016,2,2013,95,SAPS070007,Liceo-Europeo,2017,111,1,1,Cessato,Laureato,0
4429,A3168,27,51,12,90,06222,LM,2016,2,2012,92,SAPS18000P,Scientifica,?,?,0,0,Attivo,Immatricolazione,1
4430,A2044,39,12,18,69,06222,LM,2016,2,2009,88,SAPC040008,Classica,?,?,0,0,Attivo,Immatricolazione,1
4431,A4653,51,69,?,120,06222,LM,2016,2,2012,88,NAPC19000Q,Scientifica,2017,111,0,0,Cessato,Laureato,0
4432,A3101,39,39,6,84,06222,LM,2016,2,2011,88,SAPS020006,Scientifica,?,?,0,0,Attivo,Immatricolazione,1
4433,A1050,39,48,15,102,06222,LM,2016,2,2011,85,SAPS10000T,Scientifica,?,?,0,0,Attivo,Immatricolazione,1
4434,A4192,33,36,?,69,06222,LM,2016,2,2011,100,SAPS18000P,Scientifica,?,?,0,0,Attivo,Immatricolazione,1
4435,A4768,33,12,?,45,06222,LM,2016,2,2011,84,SAPS03000R,Scientifica,?,?,0,0,Attivo,Immatricolazione,1
4436,A2397,81,?,?,81,06222,LM,2015,2,2004,100,SAPC040008,Classica,?,?,0,0,Attivo,Immatr-per-studente-decaduto,
4437,A3439,39,39,6,84,06222,LM,2016,2,2011,98,BNTD01401A,Tecnico,?,?,0,0,Attivo,Immatricolazione,1
4438,A4069,57,63,?,120,06222,LM,2016,2,2013,100,SAPS120003,Scientifica,2017,111,0,0,Cessato,Laureato,0
4439,A2986,36,45,44,125,06222,LM,2016,2,2012,90,SAPS120003,Scientifica,?,?,1,1,Attivo,Immatricolazione,1
4440,A4440,27,6,?,33,06222,LM,2016,2,2009,77,SAPS027012,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
4441,A1724,33,39,6,78,06222,LM,2016,2,2006,100,SAPM020007,Socio-Psico-Pedagogico,?,?,0,0,Attivo,Immatricolazione,1
4442,A136,21,27,?,48,06222,LM,2016,2,2007,72,SAPC00101P,Classica,?,?,0,0,Attivo,Immatricolazione,1
4443,A184,21,27,?,48,06222,LM,2016,2,2008,85,SAPS03000R,Scientifica,?,?,0,0,Attivo,Immatricolazione,1
4444,A2388,51,69,?,120,06222,LM,2016,2,2013,97,SAIS00100B,Scientifica,2017,111,0,0,Cessato,Laureato,0
4445,A2407,33,63,?,96,06222,LM,2016,2,2012,98,AVPS12000T,Scientifica,?,?,0,0,Attivo,Immatricolazione,1
4446,A2132,36,45,62,143,06222,LM,2016,2,2013,100,AVPS02701R,Classica,2018,111,1,1,Cessato,Laureato,1
4447,A2659,42,54,6,102,06222,LM,2016,2,2013,100,FRTF020002,Tecnico,?,?,0,0,Attivo,Immatricolazione,1
4448,A3456,24,33,50,107,06222,LM,2016,2,2011,75,AVRI01601G,Tecnico,?,?,1,1,Attivo,Immatricolazione,1
4449,A2049,27,6,6,39,06222,LM,2016,2,2007,100,NAPC02000L,Classica,?,?,0,0,Attivo,Trasf_in_ingresso,1
4450,A4908,33,87,?,120,06222,LM,2016,2,2013,87,SATF06000P,Tecnico,2017,111,0,0,Cessato,Laureato,0
4451,A3468,27,30,21,78,06222,LM,2016,2,2012,100,PZPS01901V,Scientifica,?,?,0,0,Attivo,Immatricolazione,1
4452,A824,45,27,?,72,06222,LM,2017,2,2012,80,NAPS05701B,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
4453,A3578,45,18,?,63,06222,LM,2017,2,2012,84,AVPC05000N,Classica,?,?,0,0,Attivo,Immatricolazione,0
4454,A2291,51,33,?,84,06222,LM,2017,2,2009,94,SAPS04000B,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
4455,A737,30,6,?,36,06222,LM,2017,2,2011,87,SAPS120003,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
4456,A1805,33,?,?,33,06222,LM,2017,2,2011,91,SAPM020007,Linguistico,?,?,0,0,Attivo,Immatricolazione,0
4457,A3102,51,21,?,72,06222,LM,2017,2,2014,100,SAIS00100B,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
4458,A2381,45,33,?,78,06222,LM,2017,2,2014,100,SAPS09000C,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
4459,A4406,39,6,?,45,06222,LM,2017,2,2012,89,SATF06000P,Tecnico,?,?,0,0,Attivo,Immatricolazione,0
4460,A827,39,12,?,51,06222,LM,2017,2,2011,80,SAPS18000P,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
4461,A3825,51,33,?,84,06222,LM,2017,2,2012,100,SAPS020006,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
4462,A4538,?,6,?,6,06222,LM,2017,2,2013,78,SAPS10000T,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
4463,A3977,33,6,?,39,06222,LM,2017,2,2010,100,SAPS02401E,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
4464,A819,21,6,?,27,06222,LM,2017,2,2013,100,NAPS01901L,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
4465,A2421,27,21,?,48,06222,LM,2017,2,2011,85,SATF06000P,Tecnico,?,?,0,0,Attivo,Immatricolazione,0
4466,A3622,18,?,?,18,06222,LM,2017,2,2012,76,AVPS02701R,Classica,?,?,0,0,Attivo,Immatricolazione,0
4467,A3671,57,27,?,84,06222,LM,2017,2,2014,94,AVPS12000T,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
4468,A2343,57,27,?,84,06222,LM,2017,2,2014,100,AVPS12000T,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
4469,A431,21,18,?,39,06222,LM,2017,2,2011,100,RCIS02300N,Classica,?,?,0,0,Attivo,Immatricolazione,0
4470,A1668,33,15,?,48,06222,LM,2017,2,2012,95,SAPS01000G,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
4471,A3083,24,12,?,36,06222,LM,2017,2,2010,65,SATD18000E,Geometra,?,?,0,0,Attivo,Immatricolazione,0
4472,A2376,48,36,?,84,06222,LM,2017,2,2014,89,SAPC040008,Classica,?,?,0,0,Attivo,Immatricolazione,0
4473,A3012,12,21,?,33,06222,LM,2017,2,2012,100,AVPS12000T,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
4474,A3124,33,6,?,39,06222,LM,2017,2,2010,86,SAPS08000T,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
4475,A3722,51,21,?,72,06222,LM,2017,2,2014,100,BRTF01701X,Tecnico,?,?,0,0,Attivo,Immatricolazione,0
4476,A2942,33,?,?,33,06222,LM,2017,2,2011,91,SAPS09000C,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
4477,A332,27,30,?,57,06222,LM,2017,2,2014,90,SAPC12000X,Classica,?,?,0,0,Attivo,Immatricolazione,0
4478,A2116,27,6,?,33,06222,LM,2017,2,2014,100,SAPS020006,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
4479,A2521,24,15,?,39,06222,LM,2017,2,2011,85,SAPS04000B,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
4480,A4377,33,27,?,60,06222,LM,2017,2,2012,78,NAPS110002,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
4481,A3207,39,33,?,72,06222,LM,2017,2,2014,84,SAPS056012,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
4482,A2842,39,27,?,66,06222,LM,2017,2,2014,96,SAPS020006,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
4483,A1015,33,27,?,60,06222,LM,2017,2,2014,100,SAPC06000D,Classica,?,?,0,0,Attivo,Immatricolazione,0
4484,A1316,30,36,?,66,06222,LM,2017,2,2014,100,SAPS09000C,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
4485,A2764,33,18,?,51,06222,LM,2017,2,2013,82,AVPM040007,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
4486,A1972,24,21,?,45,06222,LM,2017,2,2012,96,SAPS020006,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
