"Tipo_Maturita, Voto_Diploma, CFU_Primo"
"[""'Scientifica'"", 75, 1020]"
"[""'Scientifica'"", 73, 1053]"
"[""'Scientifica'"", 74, 1003]"
"[""'Tecnico'"", 80, 1006]"
"[""'Scientifica'"", 97, 1047]"
"[""'Scientifica'"", 84, 1053]"
"[""'Scientifica'"", 98, 1053]"
"[""'Scientifica'"", 76, 1053]"
"[""'Tecnico'"", 100, 1026]"
"[""'Scientifica'"", 90, 1053]"
"[""'Scientifica'"", 80, 1053]"
"[""'Scientifica'"", 81, 1053]"
"[""'Scientifica'"", 100, 1053]"
"[""'Scientifica'"", 98, 1053]"
"[""'Scientifica'"", 100, 1053]"
"[""'Scientifica'"", 81, 1053]"
"[""'Scientifica'"", 100, 1033]"
"[""'Scientifica'"", 76, 1035]"
"[""'Scientifica'"", 76, 1053]"
"[""'Scientifica'"", 75, 1008]"
"[""'Scientifica'"", 95, 1053]"
"[""'Classica'"", 83, 1053]"
"[""'Scientifica'"", 94, 1041]"
"[""'Socio-Psico-Pedagogico'"", 100, 1053]"
"[""'Tecnico'"", 100, 1047]"
"[""'Tecnico'"", 91, 1053]"
"[""'Scientifica'"", 73, 1047]"
"[""'Scientifica'"", 96, 1047]"
"[""'Scientifica'"", 100, 1041]"
"[""'Scientifica'"", 68, 1014]"
"[""'Scientifica'"", 100, 1053]"
"[""'Scientifica'"", 100, 1053]"
"[""'Scientifica'"", 85, 1044]"
"[""'Scientifica'"", 98, 1053]"
"[""'Scientifica'"", 100, 1045]"
"[""'Scientifica'"", 100, 1045]"
"[""'Scientifica'"", 100, 1053]"
"[""'Scientifica'"", 75, 1038]"
"[""'Scientifica'"", 100, 1053]"
"[""'Scientifica'"", 100, 1053]"
"[""'Scientifica'"", 85, 1053]"
"[""'Scientifica'"", 95, 1053]"
"[""'Classica'"", 90, 1047]"
"[""'Scientifica'"", 96, 1053]"
"[""'Scientifica'"", 80, 1039]"
"[""'Scientifica'"", 86, 1035]"
"[""'Scientifica'"", 80, 1032]"
"[""'Scientifica'"", 100, 1053]"
"[""'Scientifica'"", 72, 1009]"
"[""'Scientifica'"", 83, 1053]"
"[""'Scientifica'"", 80, 1014]"
"[""'Classica'"", 86, 1035]"
"[""'Scientifica'"", 70, 1035]"
"[""'Scientifica'"", 80, 1018]"
"[""'Geometra'"", 94, 1038]"
"[""'Scientifica'"", 100, 1053]"
"[""'Scientifica'"", 85, 1053]"
"[""'Scientifica'"", 100, 1050]"
"[""'Tecnico'"", 90, 1038]"
"[""'Scientifica'"", 98, 1053]"
"[""'Scientifica'"", 100, 1053]"
"[""'Scientifica'"", 80, 1029]"
"[""'Scientifica'"", 88, 1035]"
"[""'Scientifica'"", 80, 1032]"
"[""'Scientifica'"", 60, 1003]"
"[""'Tecnico'"", 87, 1053]"
"[""'Scientifica'"", 70, 1009]"
"[""'Tecnico'"", 85, 1047]"
"[""'Tecnico'"", 75, 1035]"
"[""'Tecnico'"", 87, 1020]"
"[""'Scientifica'"", 84, 1032]"
"[""'Scientifica'"", 85, 1032]"
"[""'Tecnico'"", 81, 1047]"
"[""'Scientifica'"", 74, 1041]"
"[""'Scientifica'"", 99, 1053]"
"[""'Scientifica'"", 100, 1053]"
"[""'Scientifica'"", 89, 1050]"
"[""'Scientifica'"", 94, 1053]"
"[""'Scientifica'"", 100, 1039]"
"[""'Tecnico'"", 70, 1021]"
"[""'Scientifica'"", 100, 1053]"
"[""'Scientifica'"", 72, 1053]"
"[""'Scientifica'"", 87, 1053]"
"[""'Scientifica'"", 81, 1044]"
"[""'Scientifica'"", 83, 1038]"
"[""'Scientifica'"", 78, 1035]"
"[""'Scientifica'"", 100, 1050]"
"[""'Ragioneria'"", 80, 1017]"
"[""'Scientifica'"", 100, 1053]"
"[""'Scientifica'"", 80, 1036]"
"[""'Scientifica'"", 77, 1053]"
"[""'Scientifica'"", 76, 1003]"
"[""'Liceo-Europeo'"", 81, 1041]"
"[""'Scientifica'"", 82, 1017]"
"[""'Scientifica'"", 100, 1053]"
"[""'Scientifica'"", 95, 1044]"
"[""'Scientifica'"", 67, 1039]"
"[""'Scientifica'"", 76, 1035]"
"[""'Scientifica'"", 72, 1026]"
"[""'Scientifica'"", 97, 1047]"
"[""'Scientifica'"", 97, 1047]"
"[""'Scientifica'"", 96, 1053]"
"[""'Scientifica'"", 75, 1014]"
"[""'Scientifica'"", 95, 1053]"
"[""'Scientifica'"", 100, 1053]"
"[""'Scientifica'"", 85, 1053]"
"[""'Scientifica'"", 78, 1009]"
"[""'Nautico'"", 100, 1041]"
"[""'Scientifica'"", 82, 1032]"
"[""'Scientifica'"", 70, 1023]"
"[""'Tecnico'"", 100, 1026]"
"[""'Scientifica'"", 73, 1011]"
"[""'Scientifica'"", 88, 1018]"
"[""'Scientifica'"", 80, 1041]"
"[""'Scientifica'"", 66, 1012]"
"[""'Scientifica'"", 90, 1053]"
"[""'Scientifica'"", 86, 1024]"
"[""'Geometra'"", 80, 1027]"
"[""'Scientifica'"", 77, 1053]"
"[""'Scientifica'"", 76, 1027]"
"[""'Tecnico'"", 88, 1044]"
"[""'Scientifica'"", 96, 1053]"
"[""'Scientifica'"", 100, 1053]"
"[""'Scientifica'"", 96, 1053]"
"[""'Tecnico'"", 80, 1008]"
"[""'Scientifica'"", 86, 1026]"
"[""'Classica'"", 90, 1033]"
"[""'Tecnico'"", 75, 1026]"
"[""'Scientifica'"", 83, 1045]"
"[""'Scientifica'"", 100, 1053]"
"[""'Scientifica'"", 73, 1047]"
"[""'Scientifica'"", 80, 1053]"
"[""'Classica'"", 85, 1041]"
"[""'Scientifica'"", 72, 1020]"
"[""'Scientifica'"", 96, 1011]"
"[""'Scientifica'"", 82, 1047]"
"[""'Tecnico'"", 100, 1047]"
"[""'Scientifica'"", 84, 1035]"
"[""'Scientifica'"", 70, 1032]"
"[""'Scientifica'"", 78, 1032]"
"[""'Scientifica'"", 88, 1047]"
"[""'Scientifica'"", 98, 1047]"
"[""'Scientifica'"", 98, 1096]"
"[""'Agrario'"", 75, 1008]"
"[""'Scientifica'"", 83, 1017]"
"[""'Classica'"", 74, 1008]"
"[""'Tecnico'"", 89, 1033]"
"[""'Scientifica'"", 90, 1027]"
"[""'Scientifica'"", 96, 1053]"
"[""'Classica'"", 100, 1053]"
"[""'Scientifica'"", 80, 1038]"
"[""'Scientifica'"", 75, 1050]"
"[""'Socio-Psico-Pedagogico'"", 88, 1035]"
"[""'Scientifica'"", 45, 1035]"
"[""'Tecnico'"", 94, 1020]"
"[""'Geometra'"", 100, 1003]"
"[""'Scientifica'"", 62, 1017]"
"[""'Scientifica'"", 93, 1041]"
"[""'Tecnico'"", 86, 1038]"
"[""'Scientifica'"", 98, 1038]"
"[""'Geometra'"", 100, 1051]"
"[""'Scientifica'"", 78, 1050]"
"[""'Scientifica'"", 97, 1032]"
"[""'Scientifica'"", 76, 1051]"
"[""'Scientifica'"", 75, 1015]"
"[""'Scientifica'"", 73, 1053]"
"[""'Scientifica'"", 96, 1021]"
"[""'Scientifica'"", 62, 1033]"
"[""'Scientifica'"", 72, 1029]"
"[""'Geometra'"", 100, 1009]"
"[""'Scientifica'"", 65, 1081]"
"[""'Tecnico'"", 91, 1051]"
"[""'Scientifica'"", 85, 1063]"
"[""'Scientifica'"", 78, 1033]"
"[""'Scientifica'"", 75, 1030]"
"[""'Scientifica'"", 77, 1006]"
"[""'Scientifica'"", 95, 1026]"
"[""'Scientifica'"", 100, 1035]"
"[""'Classica'"", 88, 1008]"
"[""'Scientifica'"", 100, 1041]"
"[""'Scientifica'"", 80, 1011]"
"[""'Scientifica'"", 100, 1035]"
"[""'Scientifica'"", 97, 1029]"
"[""'Scientifica'"", 90, 1035]"
"[""'Scientifica'"", 100, 1038]"
"[""'Scientifica'"", 94, 1035]"
"[""'Scientifica'"", 65, 1032]"
"[""'Scientifica'"", 94, 1026]"
"[""'Scientifica'"", 100, 1035]"
"[""'Scientifica'"", 100, 1032]"
"[""'Scientifica'"", 87, 1035]"
"[""'Scientifica'"", 97, 1035]"
"[""'Scientifica'"", 100, 1032]"
"[""'Scientifica'"", 100, 1035]"
"[""'Scientifica'"", 100, 1035]"
"[""'Scientifica'"", 100, 1038]"
"[""'Scientifica'"", 81, 1026]"
"[""'Scientifica'"", 80, 1026]"
"[""'Scientifica'"", 100, 1035]"
"[""'Scientifica'"", 93, 1035]"
"[""'Scientifica'"", 80, 1026]"
"[""'Scientifica'"", 98, 1035]"
"[""'Tecnico'"", 72, 1008]"
"[""'Scientifica'"", 98, 1035]"
"[""'Scientifica'"", 89, 1035]"
"[""'Scientifica'"", 75, 1035]"
"[""'Tecnico'"", 100, 1035]"
"[""'Scientifica'"", 100, 1035]"
"[""'Scientifica'"", 87, 1032]"
"[""'Tecnico'"", 85, 1011]"
"[""'Scientifica'"", 86, 1035]"
"[""'Scientifica'"", 91, 1035]"
"[""'Scientifica'"", 80, 1035]"
"[""'Scientifica'"", 86, 1026]"
"[""'Scientifica'"", 96, 1035]"
"[""'Tecnico'"", 100, 1041]"
"[""'Scientifica'"", 100, 1026]"
"[""'Liceo-Europeo'"", 66, 1020]"
"[""'Scientifica'"", 86, 1035]"
"[""'Scientifica'"", 100, 1035]"
"[""'Scientifica'"", 79, 1014]"
"[""'Scientifica'"", 100, 1032]"
"[""'Scientifica'"", 75, 1035]"
"[""'Scientifica'"", 100, 1032]"
"[""'Scientifica'"", 96, 1032]"
"[""'Scientifica'"", 91, 1032]"
"[""'Scientifica'"", 87, 1032]"
"[""'Scientifica'"", 98, 1035]"
"[""'Scientifica'"", 100, 1035]"
"[""'Scientifica'"", 98, 1041]"
"[""'Scientifica'"", 95, 1035]"
"[""'Scientifica'"", 100, 1035]"
"[""'Scientifica'"", 80, 1032]"
"[""'Scientifica'"", 90, 1023]"
"[""'Scientifica'"", 80, 1026]"
"[""'Scientifica'"", 75, 1008]"
"[""'Scientifica'"", 89, 1035]"
"[""'Scientifica'"", 89, 1035]"
"[""'Liceo-Europeo'"", 86, 1017]"
"[""'Scientifica'"", 96, 1032]"
"[""'Classica'"", 100, 1017]"
"[""'Scientifica'"", 84, 1017]"
"[""'Scientifica'"", 82, 1026]"
"[""'Liceo-Europeo'"", 94, 1026]"
"[""'Scientifica'"", 92, 1011]"
"[""'Scientifica'"", 88, 1032]"
"[""'Geometra'"", 90, 1035]"
"[""'Scientifica'"", 100, 1035]"
"[""'Tecnico'"", 82, 1011]"
"[""'Scientifica'"", 100, 1041]"
"[""'Scientifica'"", 100, 1026]"
"[""'Scientifica'"", 85, 1029]"
"[""'Classica'"", 100, 1035]"
"[""'Scientifica'"", 100, 1035]"
"[""'Scientifica'"", 90, 1026]"
"[""'Scientifica'"", 100, 1026]"
"[""'Scientifica'"", 100, 1017]"
"[""'Scientifica'"", 98, 1032]"
"[""'Classica'"", 86, 1017]"
"[""'Scientifica'"", 95, 1035]"
"[""'Scientifica'"", 68, 1035]"
"[""'Scientifica'"", 76, 1020]"
"[""'Scientifica'"", 82, 1035]"
"[""'Scientifica'"", 95, 1035]"
"[""'Scientifica'"", 100, 1035]"
"[""'Scientifica'"", 86, 1011]"
"[""'Tecnico'"", 93, 1029]"
"[""'Tecnico'"", 95, 1008]"
"[""'Scientifica'"", 78, 1029]"
"[""'Scientifica'"", 83, 1035]"
"[""'Scientifica'"", 73, 1035]"
"[""'Geometra'"", 87, 1035]"
"[""'Scientifica'"", 90, 1035]"
"[""'Scientifica'"", 100, 1032]"
"[""'Scientifica'"", 84, 1029]"
"[""'Scientifica'"", 85, 1035]"
"[""'Scientifica'"", 92, 1026]"
"[""'Liceo-Europeo'"", 91, 1026]"
"[""'Scientifica'"", 88, 1029]"
"[""'Scientifica'"", 64, 1026]"
"[""'Scientifica'"", 67, 1035]"
"[""'Scientifica'"", 83, 1035]"
"[""'Tecnico'"", 100, 1017]"
"[""'Scientifica'"", 84, 1035]"
"[""'Scientifica'"", 83, 1017]"
"[""'Scientifica'"", 98, 1023]"
"[""'Scientifica'"", 87, 1035]"
"[""'Scientifica'"", 98, 1003]"
"[""'Scientifica'"", 95, 1035]"
"[""'Scientifica'"", 100, 1032]"
"[""'Scientifica'"", 65, 1017]"
"[""'Tecnico'"", 98, 1008]"
"[""'Scientifica'"", 98, 1026]"
"[""'Tecnico'"", 100, 1017]"
"[""'Tecnico'"", 100, 1026]"
"[""'Scientifica'"", 100, 1035]"
"[""'Scientifica'"", 80, 1008]"
"[""'Classica'"", 100, 1026]"
"[""'Tecnico'"", 100, 1035]"
"[""'Scientifica'"", 82, 1026]"
"[""'Scientifica'"", 96, 1023]"
"[""'Scientifica'"", 70, 1011]"
"[""'Scientifica'"", 72, 1017]"
"[""'Classica'"", 95, 1023]"
"[""'Scientifica'"", 96, 1023]"
"[""'Scientifica'"", 80, 1008]"
"[""'Liceo-Europeo'"", 74, 1035]"
"[""'Classica'"", 80, 1017]"
"[""'Scientifica'"", 81, 1017]"
"[""'Tecnico'"", 68, 1020]"
"[""'Tecnico'"", 81, 1011]"
"[""'Scientifica'"", 80, 1017]"
"[""'Scientifica'"", 94, 1035]"
"[""'Classica'"", 86, 1014]"
"[""'Tecnico'"", 98, 1035]"
"[""'Scientifica'"", 83, 1011]"
"[""'Scientifica'"", 75, 1035]"
"[""'Scientifica'"", 80, 1017]"
"[""'Scientifica'"", 75, 1014]"
"[""'Tecnico'"", 98, 1026]"
"[""'Scientifica'"", 94, 1026]"
"[""'Scientifica'"", 84, 1023]"
"[""'Scientifica'"", 86, 1035]"
"[""'Scientifica'"", 83, 1011]"
"[""'Classica'"", 100, 1020]"
"[""'Scientifica'"", 74, 1020]"
"[""'Scientifica'"", 94, 1026]"
"[""'Scientifica'"", 86, 1017]"
"[""'Scientifica'"", 90, 1032]"
"[""'Classica'"", 80, 1020]"
"[""'Scientifica'"", 90, 1035]"
"[""'Scientifica'"", 100, 1035]"
"[""'Scientifica'"", 77, 1011]"
"[""'Tecnico'"", 90, 1038]"
"[""'Geometra'"", 93, 1008]"
"[""'Nautico'"", 97, 1035]"
"[""'Tecnico'"", 48, 1102]"
"[""'Scientifica'"", 71, 1008]"
"[""'Tecnico'"", 89, 1023]"
"[""'Scientifica'"", 96, 1035]"
"[""'Scientifica'"", 100, 1035]"
"[""'Scientifica'"", 88, 1029]"
"[""'Scientifica'"", 64, 1008]"
"[""'Tecnico'"", 42, 1051]"
"[""'Scientifica'"", 93, 1035]"
"[""'Scientifica'"", 97, 1035]"
"[""'Linguistico'"", 100, 1017]"
"[""'Classica'"", 79, 1003]"
"[""'Scientifica'"", 94, 1009]"
"[""'Scientifica'"", 86, 1035]"
"[""'Linguistico'"", 85, 1008]"
"[""'Scientifica'"", 100, 1026]"
"[""'Scientifica'"", 88, 1011]"
"[""'Scientifica'"", 74, 1026]"
"[""'Tecnico'"", 97, 1002]"
"[""'Scientifica'"", 73, 1008]"
"[""'Tecnico'"", 94, 1006]"
"[""'Scientifica'"", 93, 1009]"
"[""'Scientifica'"", 77, 1006]"
"[""'Scientifica'"", 80, 1011]"
"[""'Scientifica'"", 96, 1024]"
"[""'Scientifica'"", 97, 1051]"
"[""'Tecnico'"", 82, 1030]"
"[""'Scientifica'"", 100, 1051]"
"[""'Tecnico'"", 86, 1036]"
"[""'Scientifica'"", 100, 1045]"
"[""'Scientifica'"", 100, 1057]"
"[""'Scientifica'"", 96, 1057]"
"[""'Scientifica'"", 100, 1057]"
"[""'Tecnico'"", 94, 1051]"
"[""'Tecnico'"", 87, 1045]"
"[""'Tecnico'"", 94, 1051]"
"[""'Scientifica'"", 60, 1018]"
"[""'Tecnico'"", 98, 1051]"
"[""'Scientifica'"", 66, 1030]"
"[""'Scientifica'"", 100, 1036]"
"[""'Tecnico'"", 90, 1030]"
"[""'Tecnico'"", 87, 1033]"
"[""'Tecnico'"", 86, 1045]"
"[""'Classica'"", 95, 1024]"
"[""'Scientifica'"", 88, 1057]"
"[""'Scientifica'"", 97, 1045]"
"[""'Scientifica'"", 86, 1045]"
"[""'Tecnico'"", 92, 1030]"
"[""'Scientifica'"", 70, 1030]"
"[""'Tecnico'"", 87, 1021]"
"[""'Scientifica'"", 100, 1057]"
"[""'Tecnico'"", 73, 1027]"
"[""'Classica'"", 76, 1045]"
"[""'Tecnico'"", 91, 1039]"
"[""'Tecnico'"", 90, 1018]"
"[""'Tecnico'"", 98, 1024]"
"[""'Scientifica'"", 75, 1006]"
"[""'Scientifica'"", 85, 1051]"
"[""'Scientifica'"", 87, 1015]"
"[""'Scientifica'"", 100, 1057]"
"[""'Scientifica'"", 87, 1036]"
"[""'Scientifica'"", 83, 1030]"
"[""'Scientifica'"", 77, 1006]"
"[""'Tecnico'"", 90, 1024]"
"[""'Scientifica'"", 100, 1051]"
"[""'Scientifica'"", 67, 1015]"
"[""'Tecnico'"", 82, 1042]"
"[""'Scientifica'"", 100, 1051]"
"[""'Scientifica'"", 90, 1036]"
"[""'Scientifica'"", 85, 1051]"
"[""'Tecnico'"", 94, 1051]"
"[""'Tecnico'"", 100, 1051]"
"[""'Scientifica'"", 65, 1006]"
"[""'Scientifica'"", 70, 1015]"
"[""'Scientifica'"", 97, 1030]"
"[""'Scientifica'"", 97, 1057]"
"[""'Scientifica'"", 86, 1024]"
"[""'Scientifica'"", 97, 1042]"
"[""'Scientifica'"", 100, 1042]"
"[""'Scientifica'"", 93, 1039]"
"[""'Scientifica'"", 90, 1042]"
"[""'Scientifica'"", 96, 1042]"
"[""'Scientifica'"", 100, 1048]"
"[""'Scientifica'"", 94, 1042]"
"[""'Classica'"", 92, 1015]"
"[""'Scientifica'"", 100, 1042]"
"[""'Tecnico'"", 89, 1015]"
"[""'Scientifica'"", 86, 1036]"
"[""'Tecnico'"", 100, 1015]"
"[""'Tecnico'"", 85, 1021]"
"[""'Geometra'"", 90, 1051]"
"[""'Scientifica'"", 78, 1015]"
"[""'Scientifica'"", 83, 1051]"
"[""'Scientifica'"", 94, 1015]"
"[""'Scientifica'"", 76, 1042]"
"[""'Scientifica'"", 78, 1027]"
"[""'Scientifica'"", 94, 1030]"
"[""'Scientifica'"", 92, 1009]"
"[""'Scientifica'"", 84, 1057]"
"[""'Scientifica'"", 78, 1030]"
"[""'Liceo-Europeo'"", 100, 1042]"
"[""'Tecnico'"", 88, 1048]"
"[""'Tecnico'"", 83, 1048]"
"[""'Scientifica'"", 62, 1036]"
"[""'Scientifica'"", 95, 1042]"
"[""'Tecnico'"", 100, 1036]"
"[""'Liceo-Europeo'"", 83, 1036]"
"[""'Scientifica'"", 100, 1036]"
"[""'Tecnico'"", 86, 1036]"
"[""'Scientifica'"", 99, 1042]"
"[""'Scientifica'"", 100, 1057]"
"[""'Nautico'"", 72, 1042]"
"[""'Scientifica'"", 86, 1042]"
"[""'Scientifica'"", 93, 1036]"
"[""'Scientifica'"", 98, 1030]"
"[""'Tecnico'"", 85, 1036]"
"[""'Scientifica'"", 87, 1009]"
"[""'Scientifica'"", 80, 1042]"
"[""'Classica'"", 68, 1024]"
"[""'Scientifica'"", 86, 1042]"
"[""'Scientifica'"", 80, 1042]"
"[""'Scientifica'"", 100, 1051]"
"[""'Tecnico'"", 84, 1036]"
"[""'Scientifica'"", 91, 1042]"
"[""'Tecnico'"", 67, 1024]"
"[""'Ragioneria'"", 38, 1006]"
"[""'Scientifica'"", 72, 1009]"
"[""'Tecnico'"", 65, 1015]"
"[""'Scientifica'"", 89, 1057]"
"[""'Tecnico'"", 84, 1048]"
"[""'Classica'"", 100, 1057]"
"[""'Scientifica'"", 100, 1057]"
"[""'Tecnico'"", 98, 1057]"
"[""'Classica'"", 85, 1051]"
"[""'Scientifica'"", 100, 1057]"
"[""'Scientifica'"", 78, 1021]"
"[""'Scientifica'"", 92, 1051]"
"[""'Scientifica'"", 88, 1057]"
"[""'Scientifica'"", 88, 1036]"
"[""'Scientifica'"", 92, 1030]"
"[""'Classica'"", 95, 1036]"
"[""'Scientifica'"", 66, 1042]"
"[""'Scientifica'"", 95, 1057]"
"[""'Scientifica'"", 100, 1057]"
"[""'Scientifica'"", 89, 1030]"
"[""'Scientifica'"", 87, 1057]"
"[""'Tecnico'"", 98, 1036]"
"[""'Scientifica'"", 100, 1042]"
"[""'Scientifica'"", 100, 1057]"
"[""'Scientifica'"", 100, 1051]"
"[""'Classica'"", 77, 1006]"
"[""'Tecnico'"", 100, 1042]"
"[""'Scientifica'"", 81, 1048]"
"[""'Scientifica'"", 96, 1057]"
"[""'Tecnico'"", 100, 1051]"
"[""'Scientifica'"", 81, 1036]"
"[""'Scientifica'"", 89, 1030]"
"[""'Tecnico'"", 60, 1006]"
"[""'Tecnico'"", 60, 1015]"
"[""'Scientifica'"", 96, 1006]"
"[""'Scientifica'"", 85, 1057]"
"[""'Scientifica'"", 80, 1051]"
"[""'Scientifica'"", 97, 1051]"
"[""'Scientifica'"", 60, 1036]"
"[""'Classica'"", 89, 1042]"
"[""'Scientifica'"", 100, 1051]"
"[""'Scientifica'"", 95, 1057]"
"[""'Scientifica'"", 85, 1006]"
"[""'Scientifica'"", 96, 1057]"
"[""'Tecnico'"", 80, 1057]"
"[""'Scientifica'"", 81, 1042]"
"[""'Scientifica'"", 80, 1057]"
"[""'Scientifica'"", 92, 1030]"
"[""'Tecnico'"", 100, 1051]"
"[""'Scientifica'"", 65, 1036]"
"[""'Scientifica'"", 84, 1036]"
"[""'Liceo-Europeo'"", 70, 1036]"
"[""'Geometra'"", 82, 1012]"
"[""'Scientifica'"", 100, 1048]"
"[""'Scientifica'"", 92, 1057]"
"[""'Scientifica'"", 95, 1018]"
"[""'Scientifica'"", 66, 1039]"
"[""'Scientifica'"", 85, 1048]"
"[""'Scientifica'"", 100, 1042]"
"[""'Scientifica'"", 67, 1006]"
"[""'Scientifica'"", 93, 1057]"
"[""'Scientifica'"", 100, 1057]"
"[""'Scientifica'"", 87, 1051]"
"[""'Tecnico'"", 100, 1051]"
"[""'Scientifica'"", 69, 1051]"
"[""'Tecnico'"", 83, 1030]"
"[""'Tecnico'"", 85, 1030]"
"[""'Scientifica'"", 100, 1057]"
"[""'Classica'"", 96, 1057]"
"[""'Classica'"", 86, 1051]"
"[""'Scientifica'"", 94, 1057]"
"[""'Scientifica'"", 100, 1057]"
"[""'Scientifica'"", 100, 1051]"
"[""'Agrario'"", 68, 1024]"
"[""'Classica'"", 99, 1051]"
"[""'Scientifica'"", 84, 1051]"
"[""'Scientifica'"", 100, 1051]"
"[""'Scientifica'"", 78, 1048]"
"[""'Liceo-Europeo'"", 97, 1042]"
"[""'Linguistico'"", 98, 1051]"
"[""'Scientifica'"", 100, 1057]"
"[""'Scientifica'"", 64, 1036]"
"[""'Classica'"", 77, 1051]"
"[""'Scientifica'"", 66, 1021]"
"[""'Scientifica'"", 98, 1057]"
"[""'Tecnico'"", 100, 1051]"
"[""'Scientifica'"", 97, 1042]"
"[""'Scientifica'"", 100, 1051]"
"[""'Scientifica'"", 70, 1048]"
"[""'Tecnico'"", 100, 1057]"
"[""'Scientifica'"", 90, 1051]"
"[""'Scientifica'"", 75, 1051]"
"[""'Scientifica'"", 97, 1051]"
"[""'Tecnico'"", 88, 1057]"
"[""'Scientifica'"", 81, 1051]"
"[""'Classica'"", 68, 1042]"
"[""'Scientifica'"", 100, 1051]"
"[""'Scientifica'"", 62, 1045]"
"[""'Scientifica'"", 71, 1042]"
"[""'Scientifica'"", 96, 1051]"
"[""'Scientifica'"", 95, 1042]"
"[""'Scientifica'"", 81, 1012]"
"[""'Classica'"", 94, 1039]"
"[""'Scientifica'"", 96, 1042]"
"[""'Scientifica'"", 92, 1057]"
"[""'Scientifica'"", 94, 1042]"
"[""'Tecnico'"", 100, 1057]"
"[""'Tecnico'"", 60, 1012]"
"[""'Tecnico'"", 74, 1030]"
"[""'Tecnico'"", 63, 1012]"
"[""'Scientifica'"", 100, 1051]"
"[""'Scientifica'"", 67, 1015]"
"[""'Scientifica'"", 73, 1021]"
"[""'Scientifica'"", 68, 1036]"
"[""'Tecnico'"", 94, 1051]"
"[""'Tecnico'"", 95, 1015]"
"[""'Tecnico'"", 100, 1051]"
"[""'Scientifica'"", 65, 1021]"
"[""'Scientifica'"", 88, 1036]"
"[""'Scientifica'"", 70, 1119]"
"[""'Scientifica'"", 88, 1009]"
"[""'Scientifica'"", 100, 1132]"
"[""'Scientifica'"", 96, 1060]"
"[""'Tecnico'"", 78, 1048]"
"[""'Tecnico'"", 100, 1060]"
"[""'Scientifica'"", 86, 1018]"
"[""'Scientifica'"", 100, 1060]"
"[""'Scientifica'"", 88, 1060]"
"[""'Scientifica'"", 90, 1060]"
"[""'Scientifica'"", 99, 1060]"
"[""'Scientifica'"", 100, 1060]"
"[""'Scientifica'"", 90, 1054]"
"[""'Scientifica'"", 87, 1060]"
"[""'Scientifica'"", 78, 1015]"
"[""'Scientifica'"", 78, 1060]"
"[""'Scientifica'"", 75, 1039]"
"[""'Scientifica'"", 100, 1060]"
"[""'Scientifica'"", 78, 1060]"
"[""'Tecnico'"", 100, 1060]"
"[""'Tecnico'"", 100, 1009]"
"[""'Scientifica'"", 94, 1060]"
"[""'Tecnico'"", 95, 1060]"
"[""'Tecnico'"", 90, 1060]"
"[""'Tecnico'"", 98, 1060]"
"[""'Tecnico'"", 95, 1060]"
"[""'Scientifica'"", 100, 1060]"
"[""'Scientifica'"", 100, 1060]"
"[""'Scientifica'"", 100, 1060]"
"[""'Scientifica'"", 74, 1060]"
"[""'Tecnico'"", 80, 1024]"
"[""'Ragioneria'"", 100, 1060]"
"[""'Scientifica'"", 100, 1060]"
"[""'Scientifica'"", 90, 1060]"
"[""'Scientifica'"", 100, 1060]"
"[""'Classica'"", 85, 1060]"
"[""'Scientifica'"", 78, 1054]"
"[""'Scientifica'"", 82, 1054]"
"[""'Tecnico'"", 90, 1027]"
"[""'Scientifica'"", 95, 1039]"
"[""'Liceo-Europeo'"", 91, 1060]"
"[""'Tecnico'"", 100, 1060]"
"[""'Tecnico'"", 84, 1027]"
"[""'Scientifica'"", 100, 1060]"
"[""'Classica'"", 85, 1003]"
"[""'Classica'"", 80, 1003]"
"[""'Scientifica'"", 80, 1045]"
"[""'Scientifica'"", 74, 1045]"
"[""'Tecnico'"", 86, 1006]"
"[""'Scientifica'"", 100, 1060]"
"[""'Tecnico'"", 96, 1030]"
"[""'Tecnico'"", 80, 1045]"
"[""'Linguistico'"", 100, 1060]"
"[""'Scientifica'"", 100, 1003]"
"[""'Scientifica'"", 100, 1060]"
"[""'Classica'"", 100, 1060]"
"[""'Scientifica'"", 100, 1051]"
"[""'Scientifica'"", 100, 1045]"
"[""'Scientifica'"", 82, 1060]"
"[""'ALTRE'"", 68, 1003]"
"[""'Scientifica'"", 72, 1009]"
"[""'Scientifica'"", 97, 1060]"
"[""'Tecnico'"", 93, 1051]"
"[""'Geometra'"", 73, 1018]"
"[""'Classica'"", 100, 1060]"
"[""'Scientifica'"", 100, 1060]"
"[""'Scientifica'"", 77, 1036]"
"[""'Scientifica'"", 90, 1051]"
"[""'Tecnico'"", 90, 1018]"
"[""'Scientifica'"", 83, 1036]"
"[""'Scientifica'"", 80, 1012]"
"[""'Scientifica'"", 86, 1033]"
"[""'Tecnico'"", 100, 1027]"
"[""'Scientifica'"", 88, 1042]"
"[""'Scientifica'"", 100, 1024]"
"[""'Scientifica'"", 100, 1030]"
"[""'Scientifica'"", 100, 1042]"
"[""'Scientifica'"", 100, 1024]"
"[""'Scientifica'"", 100, 1018]"
"[""'Scientifica'"", 100, 1033]"
"[""'Scientifica'"", 95, 1039]"
"[""'Scientifica'"", 98, 1030]"
"[""'Scientifica'"", 68, 1027]"
"[""'Liceo-Europeo'"", 89, 1042]"
"[""'Tecnico'"", 87, 1045]"
"[""'Scientifica'"", 98, 1024]"
