"Tipo_Maturita, Voto_Diploma, CFU_Primo"
"[""'Scientifica'"", 91, 1053]"
"[""'Scientifica'"", 86, 1026]"
"[""'Tecnico'"", 72, 1026]"
"[""'Scientifica'"", 96, 1041]"
"[""'Scientifica'"", 100, 1053]"
"[""'Scientifica'"", 96, 1053]"
"[""'Scientifica'"", 88, 1047]"
"[""'Scientifica'"", 67, 1015]"
"[""'Scientifica'"", 69, 1021]"
"[""'Scientifica'"", 96, 1050]"
"[""'Scientifica'"", 75, 1053]"
"[""'Scientifica'"", 74, 1047]"
"[""'Scientifica'"", 74, 1038]"
"[""'Scientifica'"", 100, 1029]"
"[""'Scientifica'"", 84, 1053]"
"[""'Scientifica'"", 100, 1053]"
"[""'Scientifica'"", 100, 1032]"
"[""'Scientifica'"", 65, 1053]"
"[""'Scientifica'"", 88, 1047]"
"[""'Scientifica'"", 89, 1053]"
"[""'Scientifica'"", 83, 1053]"
"[""'Scientifica'"", 92, 1053]"
"[""'Scientifica'"", 100, 1047]"
"[""'Geometra'"", 96, 1050]"
"[""'Scientifica'"", 100, 1053]"
"[""'Liceo-Europeo'"", 100, 1053]"
"[""'Scientifica'"", 90, 1053]"
"[""'Liceo-Europeo'"", 86, 1047]"
"[""'Scientifica'"", 96, 1053]"
"[""'Scientifica'"", 66, 1035]"
"[""'Tecnico'"", 84, 1029]"
"[""'Classica'"", 74, 1053]"
"[""'Scientifica'"", 85, 1047]"
"[""'Scientifica'"", 81, 1041]"
"[""'Scientifica'"", 87, 1053]"
"[""'Scientifica'"", 89, 1053]"
"[""'Scientifica'"", 100, 1053]"
"[""'Scientifica'"", 100, 1053]"
"[""'Scientifica'"", 100, 1053]"
"[""'Scientifica'"", 71, 1053]"
"[""'Scientifica'"", 84, 1053]"
"[""'Scientifica'"", 73, 1011]"
"[""'Scientifica'"", 95, 1053]"
"[""'Scientifica'"", 80, 1053]"
"[""'Scientifica'"", 88, 1053]"
"[""'Scientifica'"", 75, 1050]"
"[""'Scientifica'"", 89, 1047]"
"[""'Scientifica'"", 78, 1041]"
"[""'Scientifica'"", 83, 1053]"
"[""'Scientifica'"", 87, 1053]"
"[""'Scientifica'"", 88, 1047]"
"[""'Liceo-Europeo'"", 72, 1033]"
"[""'Tecnico'"", 85, 1047]"
"[""'Scientifica'"", 88, 1053]"
"[""'Tecnico'"", 75, 1047]"
"[""'Classica'"", 87, 1053]"
"[""'Scientifica'"", 97, 1053]"
"[""'Classica'"", 100, 1053]"
"[""'Scientifica'"", 92, 1041]"
"[""'Liceo-Europeo'"", 81, 1053]"
"[""'Scientifica'"", 85, 1053]"
"[""'Liceo-Europeo'"", 72, 1032]"
"[""'Scientifica'"", 78, 1041]"
"[""'Scientifica'"", 90, 1011]"
"[""'Scientifica'"", 77, 1044]"
"[""'Scientifica'"", 82, 1053]"
"[""'Liceo-Europeo'"", 63, 1053]"
"[""'Tecnico'"", 96, 1041]"
"[""'Scientifica'"", 82, 1053]"
"[""'Tecnico'"", 100, 1047]"
"[""'Classica'"", 80, 1047]"
"[""'Scientifica'"", 87, 1044]"
"[""'Scientifica'"", 76, 1053]"
"[""'Scientifica'"", 85, 1032]"
"[""'Scientifica'"", 76, 1053]"
"[""'Scientifica'"", 67, 1008]"
"[""'Scientifica'"", 100, 1053]"
"[""'Scientifica'"", 74, 1041]"
"[""'Scientifica'"", 88, 1047]"
"[""'Liceo-Europeo'"", 88, 1053]"
"[""'Scientifica'"", 87, 1053]"
"[""'Scientifica'"", 68, 1035]"
"[""'Tecnico'"", 75, 1020]"
"[""'Scientifica'"", 90, 1053]"
"[""'Scientifica'"", 100, 1047]"
"[""'Scientifica'"", 100, 1053]"
"[""'Scientifica'"", 76, 1011]"
"[""'Liceo-Europeo'"", 65, 1011]"
"[""'Scientifica'"", 97, 1047]"
"[""'Scientifica'"", 100, 1053]"
"[""'Scientifica'"", 85, 1053]"
"[""'Tecnico'"", 70, 1011]"
"[""'Scientifica'"", 100, 1041]"
"[""'Scientifica'"", 90, 1053]"
"[""'Scientifica'"", 72, 1035]"
"[""'Scientifica'"", 100, 1053]"
"[""'Scientifica'"", 100, 1027]"
"[""'Scientifica'"", 100, 1035]"
"[""'Scientifica'"", 70, 1003]"
"[""'Scientifica'"", 72, 1041]"
"[""'Scientifica'"", 75, 1026]"
"[""'Scientifica'"", 100, 1038]"
"[""'Scientifica'"", 100, 1026]"
"[""'Scientifica'"", 100, 1020]"
"[""'Scientifica'"", 83, 1047]"
"[""'Scientifica'"", 95, 1053]"
"[""'Scientifica'"", 96, 1047]"
"[""'Scientifica'"", 100, 1053]"
"[""'Scientifica'"", 92, 1053]"
"[""'Scientifica'"", 100, 1038]"
"[""'Scientifica'"", 100, 1047]"
"[""'Scientifica'"", 100, 1053]"
"[""'Liceo-Europeo'"", 95, 1053]"
"[""'Classica'"", 92, 1047]"
"[""'Scientifica'"", 80, 1032]"
"[""'Scientifica'"", 80, 1041]"
"[""'Scientifica'"", 100, 1053]"
"[""'Linguistico'"", 70, 1032]"
"[""'Scientifica'"", 100, 1047]"
"[""'Scientifica'"", 95, 1053]"
"[""'Scientifica'"", 60, 1041]"
"[""'Tecnico'"", 70, 1024]"
"[""'Geometra'"", 100, 1011]"
"[""'Scientifica'"", 93, 1053]"
"[""'Alberghiere'"", 100, 1044]"
"[""'Scientifica'"", 84, 1024]"
"[""'Scientifica'"", 84, 1012]"
"[""'Geometra'"", 70, 1012]"
"[""'Scientifica'"", 99, 1023]"
"[""'Scientifica'"", 83, 1036]"
"[""'Scientifica'"", 86, 1018]"
"[""'Socio-Psico-Pedagogico'"", 77, 1006]"
"[""'Scientifica'"", 100, 1060]"
"[""'Scientifica'"", 100, 1054]"
"[""'Scientifica'"", 100, 1032]"
"[""'Scientifica'"", 70, 1003]"
"[""'Tecnico'"", 100, 1023]"
"[""'Scientifica'"", 83, 1029]"
"[""'Scientifica'"", 100, 1026]"
"[""'Scientifica'"", 100, 1020]"
"[""'Classica'"", 98, 1011]"
"[""'Scientifica'"", 100, 1035]"
"[""'Scientifica'"", 100, 1035]"
"[""'Scientifica'"", 87, 1032]"
"[""'Scientifica'"", 97, 1032]"
"[""'Scientifica'"", 88, 1011]"
"[""'Scientifica'"", 88, 1035]"
"[""'Scientifica'"", 100, 1026]"
"[""'Classica'"", 96, 1026]"
"[""'Scientifica'"", 100, 1023]"
"[""'Scientifica'"", 78, 1029]"
"[""'Scientifica'"", 100, 1023]"
"[""'Scientifica'"", 81, 1026]"
"[""'Scientifica'"", 100, 1026]"
"[""'Scientifica'"", 88, 1017]"
"[""'Scientifica'"", 80, 1035]"
"[""'Classica'"", 99, 1026]"
"[""'Scientifica'"", 65, 1023]"
"[""'Scientifica'"", 86, 1026]"
"[""'Scientifica'"", 94, 1032]"
"[""'Scientifica'"", 100, 1032]"
"[""'Tecnico'"", 96, 1020]"
"[""'Scientifica'"", 85, 1008]"
"[""'Socio-Psico-Pedagogico'"", 77, 1023]"
"[""'Scientifica'"", 97, 1035]"
"[""'Classica'"", 83, 1020]"
"[""'Scientifica'"", 100, 1032]"
"[""'Socio-Psico-Pedagogico'"", 98, 1026]"
"[""'Liceo-Europeo'"", 70, 1023]"
"[""'Scientifica'"", 78, 1035]"
"[""'Scientifica'"", 80, 1008]"
"[""'Scientifica'"", 86, 1026]"
"[""'Scientifica'"", 100, 1035]"
"[""'Scientifica'"", 85, 1026]"
"[""'Scientifica'"", 79, 1020]"
"[""'Scientifica'"", 100, 1035]"
"[""'Scientifica'"", 100, 1035]"
"[""'Scientifica'"", 68, 1024]"
"[""'Scientifica'"", 91, 1032]"
"[""'Scientifica'"", 74, 1035]"
"[""'Scientifica'"", 88, 1020]"
"[""'Scientifica'"", 100, 1026]"
"[""'Scientifica'"", 84, 1011]"
"[""'Scientifica'"", 95, 1032]"
"[""'Scientifica'"", 71, 1012]"
"[""'Scientifica'"", 92, 1032]"
"[""'Classica'"", 100, 1035]"
"[""'Socio-Psico-Pedagogico'"", 88, 1023]"
"[""'Ragioneria'"", 81, 1026]"
"[""'Socio-Psico-Pedagogico'"", 89, 1026]"
"[""'Scientifica'"", 76, 1023]"
"[""'Scientifica'"", 100, 1026]"
"[""'Scientifica'"", 88, 1011]"
"[""'Scientifica'"", 73, 1035]"
"[""'Scientifica'"", 98, 1035]"
"[""'Scientifica'"", 76, 1023]"
"[""'Scientifica'"", 100, 1035]"
"[""'Scientifica'"", 97, 1012]"
"[""'Linguistico'"", 95, 1035]"
"[""'Scientifica'"", 75, 1035]"
"[""'Scientifica'"", 98, 1035]"
"[""'Scientifica'"", 100, 1011]"
"[""'Scientifica'"", 60, 1024]"
"[""'Scientifica'"", 75, 1026]"
"[""'Classica'"", 84, 1029]"
"[""'Scientifica'"", 100, 1029]"
"[""'Scientifica'"", 100, 1035]"
"[""'Scientifica'"", 90, 1026]"
"[""'Scientifica'"", 84, 1032]"
"[""'Classica'"", 97, 1032]"
"[""'Tecnico'"", 90, 1026]"
"[""'Scientifica'"", 78, 1035]"
"[""'Scientifica'"", 72, 1017]"
"[""'Scientifica'"", 100, 1035]"
"[""'Scientifica'"", 80, 1026]"
"[""'Scientifica'"", 98, 1026]"
"[""'Scientifica'"", 80, 1032]"
"[""'Scientifica'"", 75, 1035]"
"[""'Scientifica'"", 93, 1017]"
"[""'Linguistico'"", 100, 1014]"
"[""'Scientifica'"", 87, 1035]"
"[""'Scientifica'"", 100, 1023]"
"[""'Scientifica'"", 84, 1035]"
"[""'Scientifica'"", 96, 1020]"
"[""'Scientifica'"", 100, 1032]"
"[""'Scientifica'"", 91, 1017]"
"[""'Scientifica'"", 97, 1035]"
"[""'Scientifica'"", 76, 1035]"
"[""'Scientifica'"", 97, 1026]"
"[""'Scientifica'"", 90, 1017]"
"[""'Scientifica'"", 82, 1023]"
"[""'Scientifica'"", 81, 1032]"
"[""'Scientifica'"", 85, 1009]"
"[""'Socio-Psico-Pedagogico'"", 85, 1011]"
"[""'Scientifica'"", 98, 1026]"
"[""'Scientifica'"", 76, 1008]"
"[""'Scientifica'"", 86, 1035]"
"[""'Scientifica'"", 96, 1026]"
"[""'Scientifica'"", 100, 1008]"
"[""'Scientifica'"", 100, 1026]"
"[""'Scientifica'"", 76, 1023]"
"[""'Scientifica'"", 78, 1035]"
"[""'Scientifica'"", 86, 1026]"
"[""'Scientifica'"", 75, 1026]"
"[""'Scientifica'"", 84, 1026]"
"[""'Scientifica'"", 87, 1020]"
"[""'Liceo-Europeo'"", 100, 1035]"
"[""'Classica'"", 90, 1011]"
"[""'Scientifica'"", 90, 1035]"
"[""'Scientifica'"", 93, 1026]"
"[""'Scientifica'"", 87, 1017]"
"[""'Scientifica'"", 91, 1026]"
"[""'Classica'"", 100, 1026]"
"[""'Scientifica'"", 80, 1023]"
"[""'Scientifica'"", 80, 1017]"
"[""'Scientifica'"", 81, 1011]"
"[""'Scientifica'"", 84, 1035]"
"[""'Linguistico'"", 86, 1020]"
"[""'Scientifica'"", 100, 1041]"
"[""'Socio-Psico-Pedagogico'"", 88, 1020]"
"[""'Scientifica'"", 84, 1035]"
"[""'Scientifica'"", 97, 1026]"
"[""'Scientifica'"", 94, 1035]"
"[""'Scientifica'"", 100, 1035]"
"[""'Scientifica'"", 100, 1032]"
"[""'Tecnico'"", 82, 1038]"
"[""'Tecnico'"", 65, 1021]"
"[""'Scientifica'"", 88, 1006]"
"[""'Scientifica'"", 86, 1006]"
"[""'Scientifica'"", 100, 1024]"
"[""'Scientifica'"", 95, 1035]"
"[""'Scientifica'"", 60, 1008]"
"[""'Scientifica'"", 83, 1011]"
"[""'Scientifica'"", 94, 1035]"
"[""'Scientifica'"", 80, 1008]"
"[""'Scientifica'"", 78, 1017]"
"[""'Tecnico'"", 100, 1006]"
"[""'Tecnico'"", 82, 1039]"
"[""'Scientifica'"", 80, 1026]"
"[""'Scientifica'"", 69, 1015]"
"[""'Scientifica'"", 84, 1035]"
"[""'Scientifica'"", 80, 1011]"
"[""'Scientifica'"", 70, 1008]"
"[""'Scientifica'"", 88, 1011]"
"[""'Scientifica'"", 100, 1026]"
"[""'Liceo-Europeo'"", 100, 1015]"
