"Matr,CF,1,2,3,tot,CDS,Tipo_CDS,Coorte,Anni_Carriera,ANNO_DIPLOMA,VOTO_DIPLOMA,CODICE_MECCANOGRAFICO,TIPO_MATURITA,ANNO_ACCADEMICO_LAUREA,VOTO_LAUREA,Erasmus,TESI_ESTERO,STATO_STUDENTE,MOTIVO_STATO_STUDENTE,FC"
"[4405, 'A11', 33, 39, 48, 120, '06222', 2, 2015, 2, 2011, 93, 'SAPC040008', 'Classica', 2017, 111, 0, 0, 'Cessato', 'Laureato', 1]"
"[4406, 'A2370', 15, 57, 48, 120, '06222', 2, 2015, 2, 2012, 100, 'SAPS020006', 'Scientifica', 2017, 111, 0, 0, 'Cessato', 'Laureato', 1]"
"[4407, 'A2955', 27, 42, 51, 120, '06222', 2, 2015, 2, 2011, 85, 'SAPS10000T', 'Scientifica', 2017, 110, 0, 0, 'Cessato', 'Laureato', 1]"
"[4408, 'A687', 51, 45, 24, 120, '06222', 2, 2015, 2, 2012, 100, 'SAPS01000G', 'Scientifica', 2017, 111, 0, 0, 'Cessato', 'Laureato', 1]"
"[4409, 'A3879', 27, 69, 24, 120, '06222', 2, 2015, 2, 2012, 100, 'SAPS04401Q', 'Scientifica', 2017, 111, 0, 0, 'Cessato', 'Laureato', 1]"
"[4410, 'A3905', 27, 75, 18, 120, '06222', 2, 2015, 2, 2011, 100, 'SAPS020006', 'Scientifica', 2017, 108, 0, 0, 'Cessato', 'Laureato', 1]"
"[4411, 'A4782', 39, 45, 18, 102, '06222', 2, 2015, 2, 2010, 90, 'SAPS03000R', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 2]"
"[4412, 'A2495', 0, 0, 0, 0, '06222', 2, 2016, 1, 2012, 100, 'SAPS070007', 'Scientifica', 0, 0, 0, 0, 'Cessato', 'Errata-Immatricolazione', 0]"
"[4413, 'A1830', 39, 24, 29, 92, '06222', 2, 2016, 2, 2011, 100, 'BNRI011018', 'Professionale-Industriale', 0, 0, 1, 0, 'Attivo', 'Immatricolazione', 1]"
"[4414, 'A2495', 51, 27, 12, 90, '06222', 2, 2016, 2, 2012, 100, 'SAPS070007', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 1]"
"[4415, 'A1385', 39, 33, 6, 78, '06222', 2, 2016, 2, 2012, 96, 'AVPS06000B', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 1]"
"[4416, 'A3219', 39, 87, 0, 126, '06222', 2, 2016, 2, 2011, 83, 'CTPS070005', 'Scientifica', 2017, 111, 1, 1, 'Cessato', 'Laureato', 0]"
"[4417, 'A78', 51, 69, 0, 120, '06222', 2, 2016, 2, 2011, 80, 'SAPC040008', 'Classica', 2017, 111, 0, 0, 'Cessato', 'Laureato', 0]"
"[4418, 'A3652', 57, 86, 0, 143, '06222', 2, 2016, 2, 2013, 100, 'SAPS120003', 'Scientifica', 2017, 111, 1, 1, 'Cessato', 'Laureato', 0]"
"[4419, 'A4242', 30, 24, 0, 54, '06222', 2, 2016, 2, 2003, 87, 'SAPC00101P', 'Classica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 1]"
"[4420, 'A2448', 39, 24, 12, 75, '06222', 2, 2016, 2, 2011, 100, 'SAPS020006', 'Scientifica', 0, 0, 0, 1, 'Attivo', 'Immatricolazione', 1]"
"[4421, 'A1829', 57, 63, 0, 120, '06222', 2, 2016, 2, 2012, 100, 'AVPS12000T', 'Scientifica', 2017, 111, 0, 0, 'Cessato', 'Laureato', 0]"
"[4422, 'A1849', 57, 63, 0, 120, '06222', 2, 2016, 2, 2013, 86, 'SAPC040008', 'Classica', 2017, 111, 0, 0, 'Cessato', 'Laureato', 0]"
"[4423, 'A3189', 57, 63, 0, 120, '06222', 2, 2016, 2, 2011, 85, 'SAPC040008', 'Classica', 2017, 111, 0, 0, 'Cessato', 'Laureato', 0]"
"[4424, 'A2534', 57, 63, 0, 120, '06222', 2, 2016, 2, 2009, 94, 'PZPS01901V', 'Scientifica', 2017, 111, 1, 1, 'Cessato', 'Laureato', 0]"
"[4425, 'A4211', 39, 39, 6, 84, '06222', 2, 2016, 2, 2008, 83, 'SAPS120003', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 1]"
"[4426, 'A3080', 51, 69, 0, 120, '06222', 2, 2016, 2, 2013, 100, 'AVPS03000G', 'Scientifica', 2017, 111, 0, 0, 'Cessato', 'Laureato', 0]"
"[4427, 'A3822', 57, 63, 0, 120, '06222', 2, 2016, 2, 2013, 100, 'SAPC00101P', 'Scientifica', 2017, 111, 0, 0, 'Cessato', 'Laureato', 0]"
"[4428, 'A3330', 57, 63, 0, 120, '06222', 2, 2016, 2, 2013, 95, 'SAPS070007', 'Liceo-Europeo', 2017, 111, 1, 1, 'Cessato', 'Laureato', 0]"
"[4429, 'A3168', 27, 51, 12, 90, '06222', 2, 2016, 2, 2012, 92, 'SAPS18000P', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 1]"
"[4430, 'A2044', 39, 12, 18, 69, '06222', 2, 2016, 2, 2009, 88, 'SAPC040008', 'Classica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 1]"
"[4431, 'A4653', 51, 69, 0, 120, '06222', 2, 2016, 2, 2012, 88, 'NAPC19000Q', 'Scientifica', 2017, 111, 0, 0, 'Cessato', 'Laureato', 0]"
"[4432, 'A3101', 39, 39, 6, 84, '06222', 2, 2016, 2, 2011, 88, 'SAPS020006', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 1]"
"[4433, 'A1050', 39, 48, 15, 102, '06222', 2, 2016, 2, 2011, 85, 'SAPS10000T', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 1]"
"[4434, 'A4192', 33, 36, 0, 69, '06222', 2, 2016, 2, 2011, 100, 'SAPS18000P', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 1]"
"[4435, 'A4768', 33, 12, 0, 45, '06222', 2, 2016, 2, 2011, 84, 'SAPS03000R', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 1]"
"[4436, 'A2397', 81, 0, 0, 81, '06222', 2, 2015, 2, 2004, 100, 'SAPC040008', 'Classica', 0, 0, 0, 0, 'Attivo', 'Immatr-per-studente-decaduto', 1]"
"[4437, 'A3439', 39, 39, 6, 84, '06222', 2, 2016, 2, 2011, 98, 'BNTD01401A', 'Tecnici-Industriali', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 1]"
"[4438, 'A4069', 57, 63, 0, 120, '06222', 2, 2016, 2, 2013, 100, 'SAPS120003', 'Scientifica', 2017, 111, 0, 0, 'Cessato', 'Laureato', 0]"
"[4439, 'A2986', 36, 45, 44, 125, '06222', 2, 2016, 2, 2012, 90, 'SAPS120003', 'Scientifica', 0, 0, 1, 1, 'Attivo', 'Immatricolazione', 1]"
"[4440, 'A4440', 27, 6, 0, 33, '06222', 2, 2016, 2, 2009, 77, 'SAPS027012', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[4441, 'A1724', 33, 39, 6, 78, '06222', 2, 2016, 2, 2006, 100, 'SAPM020007', 'Socio-Psico-Pedagogico', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 1]"
"[4442, 'A136', 21, 27, 0, 48, '06222', 2, 2016, 2, 2007, 72, 'SAPC00101P', 'Classica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 1]"
"[4443, 'A184', 21, 27, 0, 48, '06222', 2, 2016, 2, 2008, 85, 'SAPS03000R', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 1]"
"[4444, 'A2388', 51, 69, 0, 120, '06222', 2, 2016, 2, 2013, 97, 'SAIS00100B', 'Scientifica', 2017, 111, 0, 0, 'Cessato', 'Laureato', 0]"
"[4445, 'A2407', 33, 63, 0, 96, '06222', 2, 2016, 2, 2012, 98, 'AVPS12000T', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 1]"
"[4446, 'A2132', 36, 45, 62, 143, '06222', 2, 2016, 2, 2013, 100, 'AVPS02701R', 'Classica', 2018, 111, 1, 1, 'Cessato', 'Laureato', 1]"
"[4447, 'A2659', 42, 54, 6, 102, '06222', 2, 2016, 2, 2013, 100, 'FRTF020002', 'Perito-Chimico', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 1]"
"[4448, 'A3456', 24, 33, 50, 107, '06222', 2, 2016, 2, 2011, 75, 'AVRI01601G', 'Professionale-Industriale', 0, 0, 1, 1, 'Attivo', 'Immatricolazione', 1]"
"[4449, 'A2049', 27, 6, 6, 39, '06222', 2, 2016, 2, 2007, 100, 'NAPC02000L', 'Classica', 0, 0, 0, 0, 'Attivo', 'Trasf_in_ingresso', 1]"
"[4450, 'A4908', 33, 87, 0, 120, '06222', 2, 2016, 2, 2013, 87, 'SATF06000P', 'Professionale-Industriale', 2017, 111, 0, 0, 'Cessato', 'Laureato', 0]"
"[4451, 'A3468', 27, 30, 21, 78, '06222', 2, 2016, 2, 2012, 100, 'PZPS01901V', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 1]"
"[4452, 'A824', 45, 27, 0, 72, '06222', 2, 2017, 2, 2012, 80, 'NAPS05701B', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[4453, 'A3578', 45, 18, 0, 63, '06222', 2, 2017, 2, 2012, 84, 'AVPC05000N', 'Classica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[4454, 'A2291', 51, 33, 0, 84, '06222', 2, 2017, 2, 2009, 94, 'SAPS04000B', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[4455, 'A737', 30, 6, 0, 36, '06222', 2, 2017, 2, 2011, 87, 'SAPS120003', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[4456, 'A1805', 33, 0, 0, 33, '06222', 2, 2017, 2, 2011, 91, 'SAPM020007', 'Linguistico', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[4457, 'A3102', 51, 21, 0, 72, '06222', 2, 2017, 2, 2014, 100, 'SAIS00100B', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[4458, 'A2381', 45, 33, 0, 78, '06222', 2, 2017, 2, 2014, 100, 'SAPS09000C', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[4459, 'A4406', 39, 6, 0, 45, '06222', 2, 2017, 2, 2012, 89, 'SATF06000P', 'Tecnici-Industriali', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[4460, 'A827', 39, 12, 0, 51, '06222', 2, 2017, 2, 2011, 80, 'SAPS18000P', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[4461, 'A3825', 51, 33, 0, 84, '06222', 2, 2017, 2, 2012, 100, 'SAPS020006', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[4462, 'A4538', 0, 6, 0, 6, '06222', 2, 2017, 2, 2013, 78, 'SAPS10000T', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[4463, 'A3977', 33, 6, 0, 39, '06222', 2, 2017, 2, 2010, 100, 'SAPS02401E', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[4464, 'A819', 21, 6, 0, 27, '06222', 2, 2017, 2, 2013, 100, 'NAPS01901L', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[4465, 'A2421', 27, 21, 0, 48, '06222', 2, 2017, 2, 2011, 85, 'SATF06000P', 'Tecnici-Industriali', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[4466, 'A3622', 18, 0, 0, 18, '06222', 2, 2017, 2, 2012, 76, 'AVPS02701R', 'Classica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[4467, 'A3671', 57, 27, 0, 84, '06222', 2, 2017, 2, 2014, 94, 'AVPS12000T', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[4468, 'A2343', 57, 27, 0, 84, '06222', 2, 2017, 2, 2014, 100, 'AVPS12000T', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[4469, 'A431', 21, 18, 0, 39, '06222', 2, 2017, 2, 2011, 100, 'RCIS02300N', 'Classica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[4470, 'A1668', 33, 15, 0, 48, '06222', 2, 2017, 2, 2012, 95, 'SAPS01000G', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[4471, 'A3083', 24, 12, 0, 36, '06222', 2, 2017, 2, 2010, 65, 'SATD18000E', 'Geometra', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[4472, 'A2376', 48, 36, 0, 84, '06222', 2, 2017, 2, 2014, 89, 'SAPC040008', 'Classica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[4473, 'A3012', 12, 21, 0, 33, '06222', 2, 2017, 2, 2012, 100, 'AVPS12000T', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[4474, 'A3124', 33, 6, 0, 39, '06222', 2, 2017, 2, 2010, 86, 'SAPS08000T', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[4475, 'A3722', 51, 21, 0, 72, '06222', 2, 2017, 2, 2014, 100, 'BRTF01701X', 'Perito-Chimico', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[4476, 'A2942', 33, 0, 0, 33, '06222', 2, 2017, 2, 2011, 91, 'SAPS09000C', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[4477, 'A332', 27, 30, 0, 57, '06222', 2, 2017, 2, 2014, 90, 'SAPC12000X', 'Classica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[4478, 'A2116', 27, 6, 0, 33, '06222', 2, 2017, 2, 2014, 100, 'SAPS020006', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[4479, 'A2521', 24, 15, 0, 39, '06222', 2, 2017, 2, 2011, 85, 'SAPS04000B', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[4480, 'A4377', 33, 27, 0, 60, '06222', 2, 2017, 2, 2012, 78, 'NAPS110002', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[4481, 'A3207', 39, 33, 0, 72, '06222', 2, 2017, 2, 2014, 84, 'SAPS056012', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[4482, 'A2842', 39, 27, 0, 66, '06222', 2, 2017, 2, 2014, 96, 'SAPS020006', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[4483, 'A1015', 33, 27, 0, 60, '06222', 2, 2017, 2, 2014, 100, 'SAPC06000D', 'Classica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[4484, 'A1316', 30, 36, 0, 66, '06222', 2, 2017, 2, 2014, 100, 'SAPS09000C', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[4485, 'A2764', 33, 18, 0, 51, '06222', 2, 2017, 2, 2013, 82, 'AVPM040007', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[4486, 'A1972', 24, 21, 0, 45, '06222', 2, 2017, 2, 2012, 96, 'SAPS020006', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[4487, 'A4591', 18, 15, 0, 33, '06222', 2, 2017, 2, 2014, 81, 'SAPS06000L', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[4488, 'A2539', 39, 15, 0, 54, '06222', 2, 2017, 2, 2014, 97, 'SAPS06000L', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[4489, 'A915', 27, 0, 0, 27, '06222', 2, 2018, 1, 2012, 83, 'SAPS170004', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[4490, 'A4060', 0, 0, 0, 0, '06222', 2, 2018, 1, 2009, 76, 'AVPM040007', 'Scientifica', 0, 0, 0, 0, 'Cessato', 'Rinuncia', 0]"
"[4491, 'A1008', 33, 0, 0, 33, '06222', 2, 2018, 1, 2008, 60, 'SAPS10000T', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[4492, 'A419', 9, 0, 0, 9, '06222', 2, 2018, 1, 2012, 84, 'SAPS05701T', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[4493, 'A2215', 27, 0, 0, 27, '06222', 2, 2018, 1, 2015, 100, 'SAPS06000L', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[4494, 'A1973', 21, 0, 0, 21, '06222', 2, 2018, 1, 2012, 86, 'CBPM00701N', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[4495, 'A4886', 15, 0, 0, 15, '06222', 2, 2018, 1, 2013, 67, 'NAPS180008', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[4496, 'A596', 15, 0, 0, 15, '06222', 2, 2018, 1, 2014, 74, 'SAPS10000T', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[4497, 'A3545', 15, 0, 0, 15, '06222', 2, 2018, 1, 2013, 100, 'SAPS01000G', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[4498, 'A4245', 39, 0, 0, 39, '06222', 2, 2018, 1, 2015, 100, 'SAPS120003', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[4499, 'A1382', 39, 0, 0, 39, '06222', 2, 2018, 1, 2015, 100, 'AVPS06000B', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[4500, 'A862', 21, 0, 0, 21, '06222', 2, 2018, 1, 2013, 87, 'SAPS01102D', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[4501, 'A4396', 6, 0, 0, 6, '06222', 2, 2018, 1, 2014, 86, 'SAPS18000P', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[4502, 'A2671', 21, 0, 0, 21, '06222', 2, 2018, 1, 2010, 81, 'NAPS12000L', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[4503, 'A3654', 21, 0, 0, 21, '06222', 2, 2018, 1, 2014, 100, 'SAPS120003', 'Liceo-Europeo', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[4504, 'A3864', 33, 0, 0, 33, '06222', 2, 2018, 1, 2015, 72, 'AVPS06000B', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[4505, 'A445', 15, 0, 0, 15, '06222', 2, 2018, 1, 2012, 91, 'SAPS06000L', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[4506, 'A953', 6, 0, 0, 6, '06222', 2, 2018, 1, 2009, 100, 'SAPS01000G', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[4507, 'A2320', 21, 0, 0, 21, '06222', 2, 2018, 1, 2012, 74, 'SAPS027012', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[4508, 'A4488', 33, 0, 0, 33, '06222', 2, 2018, 1, 2015, 100, 'SAPC05000V', 'Classica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[4509, 'A3382', 27, 0, 0, 27, '06222', 2, 2018, 1, 2015, 78, 'NAPS110002', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[4510, 'A92', 18, 0, 0, 18, '06222', 2, 2018, 1, 2015, 100, 'SAPS09000C', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[4511, 'A4403', 27, 0, 0, 27, '06222', 2, 2018, 1, 2015, 100, 'SAPS01000G', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[4512, 'A4671', 21, 0, 0, 21, '06222', 2, 2018, 1, 2013, 86, 'AVPS12000T', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[4513, 'A2086', 6, 0, 0, 6, '06222', 2, 2018, 1, 2014, 88, 'SAPS04401Q', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[4514, 'A4638', 0, 0, 0, 0, '06222', 2, 2018, 1, 2013, 80, 'SAPS06000L', 'Liceo-Europeo', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[4515, 'A35', 27, 0, 0, 27, '06222', 2, 2018, 1, 2012, 74, 'SAPS18000P', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[4516, 'A4918', 21, 0, 0, 21, '06222', 2, 2018, 1, 2007, 96, 'SAPS09000C', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[4517, 'A2101', 33, 0, 0, 33, '06222', 2, 2018, 1, 2015, 84, 'AVPS06000B', 'Liceo-Europeo', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[4518, 'A844', 12, 0, 0, 12, '06222', 2, 2018, 1, 2012, 79, 'NAPS180008', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[4519, 'A3490', 24, 0, 0, 24, '06222', 2, 2018, 1, 2015, 82, 'SAPS020006', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[4520, 'A303', 33, 0, 0, 33, '06222', 2, 2018, 1, 2015, 100, 'SAPS03000R', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[4521, 'A789', 12, 0, 0, 12, '06222', 2, 2018, 1, 2012, 74, 'BNPS00401X', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[4522, 'A3944', 6, 0, 0, 6, '06222', 2, 2018, 1, 2012, 85, 'SATF06000P', 'Tecnici-Industriali', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[4523, 'A1475', 6, 0, 0, 6, '06222', 2, 2018, 1, 2011, 84, 'AVPS12000T', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[4524, 'A2714', 21, 0, 0, 21, '06222', 2, 2018, 1, 2013, 80, 'SAPS120003', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[4525, 'A2726', 0, 0, 0, 0, '06222', 2, 2018, 1, 2012, 92, 'SAPS120003', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[4526, 'A3852', 0, 0, 0, 0, '06222', 2, 2018, 1, 2010, 87, 'SAPS070007', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[4527, 'A1236', 24, 0, 0, 24, '06222', 2, 2018, 1, 2015, 94, 'NAPS110002', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[4528, 'A734', 12, 0, 0, 12, '06222', 2, 2018, 1, 2015, 90, 'SAPM03000T', 'Linguistico', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[4529, 'A1579', 15, 0, 0, 15, '06222', 2, 2018, 1, 2015, 88, 'SAPS020006', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[4530, 'A4762', 6, 0, 0, 6, '06222', 2, 2018, 1, 2015, 96, 'SAPS020006', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[4531, 'A705', 6, 0, 0, 6, '06222', 2, 2018, 1, 2015, 94, 'SAPS020006', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[4532, 'A4802', 0, 0, 0, 0, '06222', 2, 2018, 1, 2013, 97, 'SAPS08000T', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[4533, 'A4620', 0, 0, 0, 0, '06222', 2, 2018, 1, 2008, 85, 'SAPC00101P', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[4534, 'A1355', 15, 0, 0, 15, '06222', 2, 2018, 1, 2010, 81, 'RMVC010008', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[4535, 'A4562', 0, 0, 0, 0, '06222', 2, 2018, 1, 2014, 70, 'AVPS12000T', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[4536, 'A286', 0, 0, 0, 0, '06222', 2, 2018, 1, 2010, 82, 'NAPS02000Q', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[4537, 'A1201', 0, 0, 0, 0, '06222', 2, 2018, 1, 2014, 100, 'SAPS04000B', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[4538, 'A3205', 0, 0, 0, 0, '06222', 2, 2018, 1, 2014, 100, 'SAPS08000T', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[4540, 'A4002', 12, 0, 0, 12, '06222', 2, 2018, 1, 2013, 83, 'SAPS06000L', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[4542, 'A3297', 9, 66, 45, 120, '06223', 2, 2011, 2, 2006, 90, 'SAPS04000B', 'Scientifica', 2013, 111, 1, 0, 'Cessato', 'Laureato', 1]"
"[4543, 'A4067', 36, 69, 15, 120, '06223', 2, 2011, 2, 2006, 100, 'SAPS03000R', 'Scientifica', 2013, 111, 0, 0, 'Cessato', 'Laureato', 1]"
"[4544, 'A522', 18, 51, 15, 84, '06223', 2, 2011, 2, 2006, 80, 'SAPS06000L', 'Scientifica', 2015, 110, 0, 0, 'Cessato', 'Laureato', 3]"
"[4545, 'A1178', 36, 57, 27, 120, '06223', 2, 2011, 2, 2007, 100, 'SAPS02401E', 'Scientifica', 2013, 111, 0, 0, 'Cessato', 'Laureato', 1]"
"[4546, 'A2630', 36, 69, 15, 120, '06223', 2, 2011, 2, 2007, 98, 'SAPS09000C', 'Scientifica', 2013, 111, 0, 0, 'Cessato', 'Laureato', 1]"
"[4547, 'A2928', 27, 42, 9, 78, '06223', 2, 2011, 2, 2004, 96, 'SAPS08000T', 'Scientifica', 0, 0, 0, 0, 'Cessato', 'Decadenza', 2]"
"[4548, 'A4318', 36, 51, 33, 120, '06223', 2, 2011, 2, 2007, 100, 'SAPS020006', 'Scientifica', 2013, 111, 0, 0, 'Cessato', 'Laureato', 1]"
"[4549, 'A4177', 36, 69, 15, 120, '06223', 2, 2011, 2, 2007, 100, 'SAPS08000T', 'Scientifica', 2013, 101, 1, 0, 'Cessato', 'Laureato', 1]"
"[4550, 'A1032', 36, 69, 15, 120, '06223', 2, 2011, 2, 2008, 100, 'SAPS01000G', 'Scientifica', 2013, 111, 0, 0, 'Cessato', 'Laureato', 1]"
"[4551, 'A222', 36, 57, 27, 120, '06223', 2, 2011, 2, 2008, 82, 'SAPS020006', 'Scientifica', 2013, 111, 0, 0, 'Cessato', 'Laureato', 1]"
