"Matr,CF,1,2,3,tot,CDS,Tipo_CDS,Coorte,Anni_Carriera,ANNO_DIPLOMA,VOTO_DIPLOMA,CODICE_MECCANOGRAFICO,TIPO_MATURITA,ANNO_ACCADEMICO_LAUREA,VOTO_LAUREA,Erasmus,TESI_ESTERO,STATO_STUDENTE,MOTIVO_STATO_STUDENTE,FC"
"[4935, 'A3793', 30, 42, 30, 102, '06224', 2, 2013, 2, 2010, 100, 'SAPS020006', 'Scientifica', 2016, 111, 0, 0, 'Cessato', 'Laureato', 2]"
"[4936, 'A1474', 30, 30, 60, 120, '06224', 2, 2013, 2, 2010, 98, 'SAPS05701T', 'Scientifica', 2015, 110, 0, 0, 'Cessato', 'Laureato', 1]"
"[4937, 'A1003', 45, 27, 48, 120, '06224', 2, 2014, 2, 2010, 100, 'SAPS11000C', 'Scientifica', 2016, 105, 0, 0, 'Cessato', 'Laureato', 1]"
"[4938, 'A2779', 24, 33, 0, 57, '06224', 2, 2014, 2, 2006, 70, 'SAPS09000C', 'Scientifica', 0, 0, 1, 0, 'Attivo', 'Immatricolazione', 3]"
"[4939, 'A73', 27, 33, 42, 102, '06224', 2, 2014, 2, 2008, 70, 'SAPS056012', 'Scientifica', 2017, 110, 0, 0, 'Cessato', 'Laureato', 2]"
"[4940, 'A2575', 30, 48, 47, 125, '06224', 2, 2014, 2, 2008, 88, 'AVPS12000T', 'Scientifica', 2017, 111, 1, 1, 'Cessato', 'Laureato', 2]"
"[4941, 'A3311', 33, 0, 0, 33, '06224', 2, 2014, 2, 2007, 98, 'SAPS020006', 'Scientifica', 0, 0, 0, 0, 'Cessato', 'Rinuncia', 0]"
"[4942, 'A4272', 45, 51, 24, 120, '06224', 2, 2014, 2, 2007, 100, 'SATF06000P', 'Tecnici-Industriali', 2016, 108, 0, 0, 'Cessato', 'Laureato', 1]"
"[4943, 'A1684', 15, 66, 6, 87, '06224', 2, 2014, 2, 2005, 85, 'SAPS18000P', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 3]"
"[4944, 'A1969', 36, 42, 42, 120, '06224', 2, 2014, 2, 2010, 98, 'SAPC12000X', 'Classica', 2016, 107, 0, 0, 'Cessato', 'Laureato', 1]"
"[4945, 'A924', 54, 48, 18, 120, '06224', 2, 2014, 2, 2010, 100, 'SATF04101A', 'ITIS-Informatica', 2016, 108, 1, 1, 'Cessato', 'Laureato', 1]"
"[4946, 'A4738', 66, 32, 22, 120, '06224', 2, 2014, 2, 2010, 86, 'NAPS02000Q', 'Scientifica', 2016, 109, 1, 1, 'Cessato', 'Laureato', 1]"
"[4947, 'A1800', 48, 42, 30, 120, '06224', 2, 2014, 2, 2010, 100, 'SAPS04000B', 'Scientifica', 2016, 111, 1, 1, 'Cessato', 'Laureato', 1]"
"[4948, 'A3116', 33, 48, 21, 102, '06224', 2, 2014, 2, 2005, 60, 'SAPS18000P', 'Scientifica', 2017, 105, 0, 1, 'Cessato', 'Laureato', 2]"
"[4949, 'A1352', 36, 60, 24, 120, '06224', 2, 2014, 2, 2010, 100, 'SATF04000D', 'Tecnici-Industriali', 2016, 111, 0, 0, 'Cessato', 'Laureato', 1]"
"[4950, 'A910', 36, 51, 33, 120, '06224', 2, 2014, 2, 2009, 73, 'SAPS15000V', 'Scientifica', 2016, 111, 0, 0, 'Cessato', 'Laureato', 1]"
"[4951, 'A4303', 27, 48, 27, 102, '06224', 2, 2014, 2, 2003, 78, 'SATF06000P', 'Tecnici-Industriali', 2017, 107, 0, 0, 'Cessato', 'Laureato', 2]"
"[4952, 'A4643', 9, 30, 21, 60, '06224', 2, 2014, 2, 2005, 83, 'SAPS120003', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 3]"
"[4953, 'A1808', 9, 33, 36, 78, '06224', 2, 2014, 2, 2005, 95, 'AVPC05000N', 'Classica', 2017, 107, 1, 1, 'Cessato', 'Laureato', 2]"
"[4954, 'A155', 42, 54, 24, 120, '06224', 2, 2015, 2, 2010, 73, 'AVPS06000B', 'Scientifica', 2017, 110, 0, 0, 'Cessato', 'Laureato', 1]"
"[4955, 'A1536', 54, 66, 0, 120, '06224', 2, 2015, 2, 2011, 100, 'SAIS00100B', 'Scientifica', 2016, 111, 0, 0, 'Cessato', 'Laureato', 0]"
"[4956, 'A263', 0, 0, 0, 0, '06224', 2, 2015, 1, 2005, 70, 'AVPS12000T', 'Scientifica', 0, 0, 0, 0, 'Cessato', 'Rinuncia', 0]"
"[4957, 'A1195', 36, 36, 48, 120, '06224', 2, 2015, 2, 2009, 81, 'AVTF013011', 'Tecnici-Industriali', 2017, 110, 1, 1, 'Cessato', 'Laureato', 1]"
"[4959, 'A2299', 54, 65, 1, 120, '06224', 2, 2015, 2, 2010, 97, 'SAPS09000C', 'Scientifica', 2017, 111, 1, 1, 'Cessato', 'Laureato', 1]"
"[4960, 'A1033', 30, 42, 30, 102, '06224', 2, 2015, 2, 2008, 100, 'AVPM040007', 'Scientifica', 2018, 111, 0, 0, 'Cessato', 'Laureato', 2]"
"[4961, 'A1486', 54, 33, 33, 120, '06224', 2, 2015, 2, 2007, 95, 'SATF06000P', 'ITIS-Informatica', 2017, 110, 0, 0, 'Cessato', 'Laureato', 1]"
"[4962, 'A4030', 45, 57, 18, 120, '06224', 2, 2015, 2, 2010, 74, 'SAPSX00078', 'Scientifica', 2017, 107, 1, 1, 'Cessato', 'Laureato', 1]"
"[4963, 'A4666', 36, 36, 30, 102, '06224', 2, 2015, 2, 2010, 92, 'NAPS540009', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 2]"
"[4964, 'A2804', 54, 30, 44, 128, '06224', 2, 2015, 2, 2012, 82, 'PZPS00101N', 'Scientifica', 2017, 111, 1, 1, 'Cessato', 'Laureato', 1]"
"[4965, 'A3076', 54, 66, 0, 120, '06224', 2, 2015, 2, 2011, 85, 'SAPS070007', 'Scientifica', 2016, 111, 0, 0, 'Cessato', 'Laureato', 0]"
"[4966, 'A1957', 33, 6, 6, 45, '06224', 2, 2015, 2, 2006, 90, 'SAPS11000C', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 2]"
"[4967, 'A2626', 54, 48, 18, 120, '06224', 2, 2015, 2, 2011, 85, 'NAPS24000P', 'Scientifica', 2017, 111, 0, 0, 'Cessato', 'Laureato', 1]"
"[4968, 'A1519', 36, 30, 36, 102, '06224', 2, 2015, 2, 2011, 100, 'PZPS00101N', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 2]"
"[4969, 'A1616', 54, 33, 33, 120, '06224', 2, 2015, 2, 2010, 100, 'SAIS00100B', 'Classica', 2017, 111, 0, 0, 'Cessato', 'Laureato', 1]"
"[4970, 'A3481', 60, 60, 0, 120, '06224', 2, 2016, 2, 2012, 100, 'SAPS170004', 'Scientifica', 2017, 111, 0, 0, 'Cessato', 'Laureato', 0]"
"[4971, 'A1397', 60, 60, 0, 120, '06224', 2, 2016, 2, 2012, 100, 'SAPS170004', 'Scientifica', 2017, 111, 0, 0, 'Cessato', 'Laureato', 0]"
"[4972, 'A4167', 60, 60, 0, 120, '06224', 2, 2016, 2, 2011, 100, 'SATF04101A', 'Tecnici-Industriali', 2017, 111, 0, 0, 'Cessato', 'Laureato', 0]"
"[4973, 'A3842', 45, 37, 15, 97, '06224', 2, 2016, 2, 1993, 47, 'NATF040003', 'Tecnici-Industriali', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 1]"
"[4974, 'A3612', 42, 27, 9, 78, '06224', 2, 2016, 2, 2010, 100, 'SAPS020006', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 1]"
"[4975, 'A3988', 45, 75, 0, 120, '06224', 2, 2016, 2, 2012, 100, 'NAPC180005', 'Classica', 2017, 111, 0, 0, 'Cessato', 'Laureato', 0]"
"[4976, 'A3696', 33, 21, 0, 54, '06224', 2, 2016, 2, 2003, 70, 'SAPS170004', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 1]"
"[4977, 'A1364', 48, 72, 0, 120, '06224', 2, 2016, 2, 2010, 100, 'NAPM130008', 'Scientifica', 2017, 111, 0, 0, 'Cessato', 'Laureato', 0]"
"[4978, 'A1379', 60, 60, 0, 120, '06224', 2, 2016, 2, 2013, 100, 'AVPS06000B', 'Scientifica', 2017, 111, 0, 0, 'Cessato', 'Laureato', 0]"
"[4980, 'A1757', 24, 15, 0, 39, '06224', 2, 2016, 2, 2011, 100, 'NAPS24000P', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 1]"
"[4981, 'A710', 60, 60, 0, 120, '06224', 2, 2016, 2, 2013, 100, 'SAPS18000P', 'Scientifica', 2017, 111, 0, 0, 'Cessato', 'Laureato', 0]"
"[4982, 'A4960', 60, 60, 0, 120, '06224', 2, 2016, 2, 2013, 100, 'SAPS18000P', 'Scientifica', 2017, 111, 0, 0, 'Cessato', 'Laureato', 0]"
"[4983, 'A1880', 60, 60, 0, 120, '06224', 2, 2016, 2, 2011, 98, 'SAPS020006', 'Scientifica', 2017, 111, 0, 0, 'Cessato', 'Laureato', 0]"
"[4984, 'A1999', 60, 60, 0, 120, '06224', 2, 2016, 2, 2012, 100, 'SAPS020006', 'Scientifica', 2017, 111, 0, 0, 'Cessato', 'Laureato', 0]"
"[4985, 'A3230', 51, 69, 0, 120, '06224', 2, 2016, 2, 2010, 84, 'AVTF01050T', 'Tecnici-Industriali', 2017, 105, 0, 0, 'Cessato', 'Laureato', 0]"
"[4986, 'A3133', 60, 60, 0, 120, '06224', 2, 2016, 2, 2013, 100, 'AVPM040007', 'Scientifica', 2017, 111, 0, 0, 'Cessato', 'Laureato', 0]"
"[4987, 'A1524', 60, 60, 0, 120, '06224', 2, 2016, 2, 2010, 84, 'AVTF01050T', 'Tecnici-Industriali', 2017, 111, 0, 0, 'Cessato', 'Laureato', 0]"
"[4988, 'A4116', 42, 51, 10, 103, '06224', 2, 2016, 2, 2012, 93, 'PZTF00301B', 'Tecnici-Industriali', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 1]"
"[4989, 'A404', 60, 60, 0, 120, '06224', 2, 2016, 2, 2013, 88, 'AVPM040007', 'Scientifica', 2017, 111, 0, 0, 'Cessato', 'Laureato', 0]"
"[4990, 'A4698', 48, 72, 0, 120, '06224', 2, 2016, 2, 2012, 97, 'SAPS020006', 'Scientifica', 2017, 111, 0, 0, 'Cessato', 'Laureato', 0]"
"[4991, 'A4800', 42, 48, 13, 103, '06224', 2, 2016, 2, 2012, 100, 'SAPS03000R', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 1]"
"[4992, 'A1538', 48, 72, 0, 120, '06224', 2, 2016, 2, 2012, 98, 'ISPS012017', 'Scientifica', 2017, 111, 1, 1, 'Cessato', 'Laureato', 0]"
"[4993, 'A1967', 39, 52, 29, 120, '06224', 2, 2016, 2, 2007, 69, 'SAIS011002', 'Scientifica', 2018, 108, 0, 0, 'Cessato', 'Laureato', 1]"
"[4994, 'A3712', 60, 74, 0, 134, '06224', 2, 2016, 2, 2013, 98, 'SATF03000V', 'Tecnici-Industriali', 2017, 110, 1, 1, 'Cessato', 'Laureato', 0]"
"[4995, 'A94', 48, 51, 44, 143, '06224', 2, 2016, 2, 2013, 94, 'SATF06701E', 'Perito-Elettrotecnico-Comunicazione', 2018, 110, 1, 1, 'Cessato', 'Laureato', 1]"
"[4996, 'A1921', 48, 72, 0, 120, '06224', 2, 2016, 2, 2012, 70, 'SAPS120003', 'Scientifica', 2017, 111, 1, 1, 'Cessato', 'Laureato', 0]"
"[4997, 'A1751', 48, 72, 0, 120, '06224', 2, 2016, 2, 2009, 77, 'SAPS03000R', 'Scientifica', 2017, 108, 0, 0, 'Cessato', 'Laureato', 0]"
"[4998, 'A179', 39, 27, 12, 78, '06224', 2, 2016, 2, 2004, 93, 'CEPS875001', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 1]"
"[4999, 'A4520', 30, 28, 18, 76, '06224', 2, 2016, 2, 2007, 93, 'SAPS18000P', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 1]"
"[5000, 'A3059', 33, 55, 6, 94, '06224', 2, 2016, 2, 2013, 100, 'AVPS12000T', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 1]"
"[5001, 'A4922', 36, 21, 0, 57, '06224', 2, 2017, 2, 2011, 95, 'SAPS04000B', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[5002, 'A597', 63, 36, 0, 99, '06224', 2, 2017, 2, 2011, 80, '9999999', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[5003, 'A4269', 18, 27, 0, 45, '06224', 2, 2017, 2, 2012, 90, 'SAPS18000P', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[5004, 'A3132', 42, 15, 0, 57, '06224', 2, 2017, 2, 2008, 99, 'NAPC02000L', 'Classica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[5005, 'A1341', 63, 42, 0, 105, '06224', 2, 2017, 2, 2014, 94, 'CETF02000X', 'Perito-Elettrotecnico-Comunicazione', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[5006, 'A3981', 63, 42, 0, 105, '06224', 2, 2017, 2, 2014, 85, 'AVPM040007', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[5007, 'A4231', 21, 6, 0, 27, '06224', 2, 2017, 2, 2009, 70, 'NAPS110002', 'Classica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[5008, 'A374', 54, 30, 0, 84, '06224', 2, 2017, 2, 2012, 60, 'CBPM00701N', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[5009, 'A864', 63, 36, 0, 99, '06224', 2, 2017, 2, 2011, 100, 'NAPS01901L', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[5010, 'A2562', 63, 36, 0, 99, '06224', 2, 2017, 2, 2014, 100, 'SAPS09000C', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[5011, 'A2532', 63, 24, 0, 87, '06224', 2, 2017, 2, 2014, 100, 'SAPS06000L', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[5012, 'A794', 63, 42, 0, 105, '06224', 2, 2017, 2, 2014, 100, 'SAPS020006', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[5013, 'A3281', 63, 15, 0, 78, '06224', 2, 2017, 2, 2014, 100, 'SAPS09000C', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[5014, 'A4454', 63, 15, 0, 78, '06224', 2, 2017, 2, 2014, 100, 'SAPS09000C', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[5015, 'A4369', 9, 0, 0, 9, '06224', 2, 2017, 2, 2004, 100, 'SAPC12000X', 'Classica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[5016, 'A4919', 54, 33, 0, 87, '06224', 2, 2017, 2, 2013, 88, 'SATF06000P', 'Tecnici-Industriali', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[5017, 'A3810', 63, 12, 0, 75, '06224', 2, 2017, 2, 2014, 100, 'AVPS003018', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[5018, 'A2440', 18, 21, 0, 39, '06224', 2, 2017, 2, 2010, 100, 'SARI028013', 'Professionale-Industriale', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[5019, 'A2350', 33, 27, 0, 60, '06224', 2, 2017, 2, 2012, 96, 'SAPS120003', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[5021, 'A257', 54, 12, 0, 66, '06224', 2, 2017, 2, 2014, 100, 'SAPS09000C', 'Liceo-Europeo', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[5022, 'A3795', 42, 0, 0, 42, '06224', 2, 2018, 1, 2012, 95, 'SAPC00101P', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[5023, 'A4196', 42, 0, 0, 42, '06224', 2, 2018, 1, 2014, 100, 'SAPS120003', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[5024, 'A14', 18, 0, 0, 18, '06224', 2, 2018, 1, 2011, 76, 'AVPS12000T', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[5025, 'A3555', 24, 0, 0, 24, '06224', 2, 2018, 1, 2012, 90, 'SATF09000E', 'ITIS-Informatica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[5026, 'A3701', 24, 0, 0, 24, '06224', 2, 2018, 1, 2011, 78, 'AVTF01000C', 'Tecnici-Industriali', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[5027, 'A1498', 42, 0, 0, 42, '06224', 2, 2018, 1, 2014, 100, 'AVTF01000C', 'Perito-Elettrotecnico-Comunicazione', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[5028, 'A986', 30, 0, 0, 30, '06224', 2, 2018, 1, 2014, 86, 'CETF00201B', 'Perito-Elettrotecnico-Comunicazione', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[5029, 'A633', 24, 0, 0, 24, '06224', 2, 2018, 1, 2009, 81, 'PZPS00101N', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[5030, 'A1927', 33, 0, 0, 33, '06224', 2, 2018, 1, 2015, 100, 'SAPS03000R', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[5031, 'A3755', 42, 0, 0, 42, '06224', 2, 2018, 1, 2015, 80, 'SAPS056012', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[5032, 'A4289', 42, 0, 0, 42, '06224', 2, 2018, 1, 2015, 100, 'SAPS18000P', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[5033, 'A2487', 42, 0, 0, 42, '06224', 2, 2018, 1, 2015, 100, 'NAPS01901L', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[5034, 'A4599', 42, 0, 0, 42, '06224', 2, 2018, 1, 2014, 97, 'SAPS120003', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[5035, 'A3009', 27, 0, 0, 27, '06224', 2, 2018, 1, 2013, 100, 'AVPC01401G', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[5036, 'A2677', 12, 0, 0, 12, '06224', 2, 2018, 1, 2010, 86, 'SAPC12000X', 'Classica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[5037, 'A3385', 33, 0, 0, 33, '06224', 2, 2018, 1, 2010, 100, 'NATF15000E', 'Tecnici-Industriali', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[5038, 'A2306', 33, 0, 0, 33, '06224', 2, 2018, 1, 2012, 96, 'SAPS020006', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[5039, 'A4467', 39, 0, 0, 39, '06224', 2, 2018, 1, 2014, 99, 'NAPS24000P', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[5040, 'A4195', 33, 0, 0, 33, '06224', 2, 2018, 1, 2010, 74, 'SAPC05000V', 'Classica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[5042, 'A2601', 0, 0, 0, 0, '06224', 2, 2018, 1, 2012, 100, 'CEPS010007', 'Scientifica', 0, 0, 0, 0, 'Cessato', 'Rinuncia', 0]"
"[5043, 'A4088', 33, 0, 0, 33, '06224', 2, 2018, 1, 2014, 86, 'NAPS12000L', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[5044, 'A4731', 54, 0, 0, 54, '06224', 2, 2018, 1, 2014, 91, 'NAPS03901T', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[5045, 'A2446', 27, 0, 0, 27, '06224', 2, 2018, 1, 2014, 94, 'AVPS12000T', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[5046, 'A624', 21, 0, 0, 21, '06224', 2, 2018, 1, 2011, 83, 'SARI01601R', 'Professionale-Industriale', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[5047, 'A2230', 24, 0, 0, 24, '06224', 2, 2018, 1, 2015, 96, 'SAPS04000B', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[5048, 'A4495', 18, 0, 0, 18, '06224', 2, 2018, 1, 2015, 100, 'CEPM010008', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[5049, 'A126', 33, 0, 0, 33, '06224', 2, 2018, 1, 2015, 100, 'SAPC040008', 'Classica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[5050, 'A98', 21, 0, 0, 21, '06224', 2, 2018, 1, 2013, 97, 'SAPS08000T', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[5051, 'A3784', 6, 0, 0, 6, '06224', 2, 2018, 1, 2012, 100, 'SAPS120003', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[5052, 'A3962', 24, 0, 0, 24, '06224', 2, 2018, 1, 2015, 100, 'SATF06000P', 'Tecnici-Industriali', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[5053, 'A2956', 24, 0, 0, 24, '06224', 2, 2018, 1, 2013, 83, 'SAPS02401E', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[5055, 'A701', 9, 0, 0, 9, '06224', 2, 2018, 1, 2007, 75, 'PZPS003019', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[5056, 'A4509', 42, 54, 24, 120, '06226', 2, 2011, 2, 2007, 100, 'SAPC00101P', 'Scientifica', 2013, 111, 0, 0, 'Cessato', 'Laureato', 1]"
"[5057, 'A1627', 48, 54, 18, 120, '06226', 2, 2011, 2, 2007, 94, 'VVPC020008', 'Classica', 2013, 110, 0, 0, 'Cessato', 'Laureato', 1]"
"[5058, 'A3046', 48, 72, 0, 120, '06226', 2, 2011, 2, 2006, 80, 'SAPS020006', 'Scientifica', 2012, 111, 1, 0, 'Cessato', 'Laureato', 0]"
"[5059, 'A974', 42, 60, 18, 120, '06226', 2, 2011, 2, 2006, 92, 'SAPC00101P', 'Scientifica', 2013, 111, 0, 0, 'Cessato', 'Laureato', 1]"
"[5060, 'A1371', 48, 54, 18, 120, '06226', 2, 2011, 2, 2006, 100, 'AVPS03001L', 'Classica', 2013, 111, 0, 0, 'Cessato', 'Laureato', 1]"
"[5061, 'A1029', 48, 54, 18, 120, '06226', 2, 2011, 2, 2007, 100, 'SAPS18000P', 'Scientifica', 2013, 111, 0, 0, 'Cessato', 'Laureato', 1]"
"[5062, 'A2415', 54, 66, 0, 120, '06226', 2, 2011, 2, 2006, 89, 'SAPS120003', 'Scientifica', 2012, 111, 0, 0, 'Cessato', 'Laureato', 0]"
"[5063, 'A4154', 42, 36, 42, 120, '06226', 2, 2011, 2, 2006, 95, 'NAPC080008', 'Scientifica', 2013, 111, 0, 0, 'Cessato', 'Laureato', 1]"
"[5064, 'A1982', 30, 30, 18, 78, '06226', 2, 2011, 2, 2004, 90, 'AVPC05000N', 'Classica', 2015, 111, 0, 0, 'Cessato', 'Laureato', 3]"
"[5065, 'A3559', 48, 54, 18, 120, '06226', 2, 2011, 2, 2007, 72, 'SAPS04000B', 'Scientifica', 2013, 111, 0, 0, 'Cessato', 'Laureato', 1]"
"[5066, 'A4446', 42, 60, 18, 120, '06226', 2, 2011, 2, 2007, 100, 'AVPS12000T', 'Scientifica', 2013, 111, 0, 0, 'Cessato', 'Laureato', 1]"
"[5067, 'A4415', 36, 42, 42, 120, '06226', 2, 2011, 2, 2006, 100, 'SAPC10000P', 'Scientifica', 2013, 109, 0, 0, 'Cessato', 'Laureato', 1]"
"[5068, 'A617', 42, 60, 18, 120, '06226', 2, 2011, 2, 2007, 91, 'SAPS03601R', 'Scientifica', 2013, 111, 1, 0, 'Cessato', 'Laureato', 1]"
"[5069, 'A2778', 42, 78, 0, 120, '06226', 2, 2011, 2, 2007, 82, 'SAPS11000C', 'Scientifica', 2012, 111, 0, 0, 'Cessato', 'Laureato', 0]"
"[5070, 'A1671', 60, 42, 18, 120, '06226', 2, 2011, 2, 2008, 100, 'SAPS120003', 'Scientifica', 2013, 111, 1, 0, 'Cessato', 'Laureato', 1]"
"[5071, 'A4070', 30, 66, 24, 120, '06226', 2, 2011, 2, 2006, 93, 'AVPS12000T', 'Scientifica', 2013, 111, 0, 0, 'Cessato', 'Laureato', 1]"
"[5072, 'A4053', 42, 78, 0, 120, '06226', 2, 2011, 2, 2007, 96, 'NAPS215002', 'Scientifica', 2012, 111, 0, 0, 'Cessato', 'Laureato', 0]"
"[5073, 'A187', 42, 6, 6, 54, '06226', 2, 2011, 2, 2007, 100, 'SAPS06000L', 'Scientifica', 0, 0, 0, 0, 'Cessato', 'Decadenza', 3]"
"[5074, 'A4732', 42, 54, 24, 120, '06226', 2, 2011, 2, 2007, 92, 'AVTD003014', 'ALTRE', 2013, 111, 0, 0, 'Cessato', 'Laureato', 1]"
"[5075, 'A4733', 42, 54, 24, 120, '06226', 2, 2011, 2, 2007, 80, 'AVTD003014', 'ALTRE', 2013, 111, 0, 0, 'Cessato', 'Laureato', 1]"
"[5076, 'A3565', 42, 60, 18, 120, '06226', 2, 2011, 2, 2007, 98, 'SAPC00101P', 'Scientifica', 2013, 111, 0, 0, 'Cessato', 'Laureato', 1]"
"[5077, 'A2770', 48, 54, 18, 120, '06226', 2, 2011, 2, 2007, 100, 'SAPS170004', 'Classica', 2013, 111, 0, 0, 'Cessato', 'Laureato', 1]"
"[5078, 'A820', 42, 60, 18, 120, '06226', 2, 2011, 2, 2007, 70, 'NAPS01901L', 'Scientifica', 2013, 110, 0, 0, 'Cessato', 'Laureato', 1]"
"[5079, 'A1909', 36, 66, 18, 120, '06226', 2, 2011, 2, 2008, 95, 'SAPS03000R', 'Scientifica', 2013, 111, 0, 0, 'Cessato', 'Laureato', 1]"
"[5080, 'A2868', 36, 84, 0, 120, '06226', 2, 2011, 2, 2007, 98, 'SAPS08000T', 'Scientifica', 2012, 111, 0, 0, 'Cessato', 'Laureato', 0]"
"[5081, 'A746', 42, 60, 18, 120, '06226', 2, 2011, 2, 2007, 100, 'SAPS18000P', 'Scientifica', 2013, 111, 0, 0, 'Cessato', 'Laureato', 1]"
"[5082, 'A1231', 42, 6, 0, 48, '06226', 2, 2011, 2, 2008, 100, 'SAPS09000C', 'Scientifica', 0, 0, 0, 0, 'Cessato', 'Decadenza', 3]"
"[5083, 'A362', 54, 66, 0, 120, '06226', 2, 2011, 2, 2005, 98, 'SAPS03000R', 'Scientifica', 2012, 111, 0, 0, 'Cessato', 'Laureato', 0]"
"[5084, 'A467', 54, 66, 0, 120, '06226', 2, 2011, 2, 2005, 90, 'SAPS03000R', 'Scientifica', 2012, 111, 0, 0, 'Cessato', 'Laureato', 0]"
