"Tipo_Maturita, Voto_Diploma, CFU_Primo"
"[2, 92, 1015, 2]"
"[3, 100, 1042, 0]"
"[2, 89, 1015, 2]"
"[3, 86, 1036, 1]"
"[2, 100, 1015, 2]"
"[2, 85, 1021, 2]"
"[2, 90, 1051, 1]"
"[3, 78, 1015, 1]"
"[3, 83, 1051, 0]"
"[3, 94, 1015, 0]"
"[3, 76, 1042, 1]"
"[3, 78, 1027, 2]"
"[3, 94, 1030, 2]"
"[3, 92, 1009, 0]"
"[3, 84, 1057, 0]"
"[3, 78, 1030, 2]"
"[1, 100, 1042, 0]"
"[2, 88, 1048, 0]"
"[2, 83, 1048, 1]"
"[3, 62, 1036, 2]"
"[3, 95, 1042, 2]"
"[2, 100, 1036, 0]"
"[1, 83, 1036, 0]"
"[3, 100, 1036, 1]"
"[2, 86, 1036, 1]"
"[3, 99, 1042, 0]"
"[3, 100, 1057, 0]"
"[1, 72, 1042, 2]"
"[3, 86, 1042, 0]"
"[3, 93, 1036, 2]"
"[3, 98, 1030, 2]"
"[2, 85, 1036, 1]"
"[3, 87, 1009, 0]"
"[3, 80, 1042, 1]"
"[2, 68, 1024, 2]"
"[3, 86, 1042, 1]"
"[3, 80, 1042, 1]"
"[3, 100, 1051, 0]"
"[2, 84, 1036, 2]"
"[3, 91, 1042, 0]"
"[2, 67, 1024, 0]"
"[1, 38, 1006, 2]"
"[3, 72, 1009, 1]"
"[2, 65, 1015, 0]"
"[3, 89, 1057, 1]"
"[2, 84, 1048, 1]"
"[2, 100, 1057, 0]"
"[3, 100, 1057, 0]"
"[2, 98, 1057, 1]"
"[2, 85, 1051, 1]"
"[3, 100, 1057, 0]"
"[3, 78, 1021, 1]"
"[3, 92, 1051, 1]"
"[3, 88, 1057, 1]"
"[3, 88, 1036, 1]"
"[3, 92, 1030, 0]"
"[2, 95, 1036, 1]"
"[3, 66, 1042, 1]"
"[3, 95, 1057, 1]"
"[3, 100, 1057, 0]"
"[3, 89, 1030, 0]"
"[3, 87, 1057, 0]"
"[2, 98, 1036, 1]"
"[3, 100, 1042, 1]"
"[3, 100, 1057, 0]"
"[3, 100, 1051, 1]"
"[2, 77, 1006, 0]"
"[2, 100, 1042, 1]"
"[3, 81, 1048, 0]"
"[3, 96, 1057, 0]"
"[2, 100, 1051, 1]"
"[3, 81, 1036, 1]"
"[3, 89, 1030, 1]"
"[2, 60, 1006, 0]"
"[2, 60, 1015, 0]"
"[3, 96, 1006, 0]"
"[3, 85, 1057, 1]"
"[3, 80, 1051, 1]"
"[3, 97, 1051, 1]"
"[3, 60, 1036, 1]"
"[2, 89, 1042, 1]"
"[3, 100, 1051, 0]"
"[3, 95, 1057, 1]"
"[3, 85, 1006, 0]"
"[3, 96, 1057, 0]"
"[2, 80, 1057, 1]"
"[3, 81, 1042, 1]"
"[3, 80, 1057, 0]"
"[3, 92, 1030, 0]"
"[2, 100, 1051, 0]"
"[3, 65, 1036, 1]"
"[3, 84, 1036, 1]"
"[1, 70, 1036, 1]"
"[2, 82, 1012, 0]"
"[3, 100, 1048, 0]"
"[3, 92, 1057, 1]"
"[3, 95, 1018, 2]"
"[3, 66, 1039, 2]"
"[3, 85, 1048, 1]"
"[3, 100, 1042, 0]"
"[3, 67, 1006, 1]"
"[3, 93, 1057, 0]"
"[3, 100, 1057, 0]"
"[3, 87, 1051, 0]"
"[2, 100, 1051, 0]"
"[3, 69, 1051, 0]"
"[2, 83, 1030, 0]"
"[2, 85, 1030, 0]"
"[3, 100, 1057, 0]"
"[2, 96, 1057, 0]"
"[2, 86, 1051, 0]"
"[3, 94, 1057, 0]"
"[3, 100, 1057, 0]"
"[3, 100, 1051, 0]"
"[1, 68, 1024, 0]"
"[2, 99, 1051, 0]"
"[3, 84, 1051, 0]"
"[3, 100, 1051, 0]"
"[3, 78, 1048, 0]"
"[1, 97, 1042, 0]"
"[1, 98, 1051, 0]"
"[3, 100, 1057, 0]"
"[3, 64, 1036, 0]"
"[2, 77, 1051, 0]"
"[3, 66, 1021, 0]"
"[3, 98, 1057, 0]"
"[2, 100, 1051, 0]"
"[3, 97, 1042, 0]"
"[3, 100, 1051, 0]"
"[3, 70, 1048, 0]"
"[2, 100, 1057, 0]"
"[3, 90, 1051, 0]"
"[3, 75, 1051, 0]"
"[3, 97, 1051, 0]"
"[2, 88, 1057, 0]"
"[3, 81, 1051, 0]"
"[2, 68, 1042, 0]"
"[3, 100, 1051, 0]"
"[3, 62, 1045, 0]"
"[3, 71, 1042, 0]"
"[3, 96, 1051, 0]"
"[3, 95, 1042, 0]"
"[3, 81, 1012, 0]"
"[2, 94, 1039, 0]"
"[3, 96, 1042, 0]"
"[3, 92, 1057, 0]"
"[3, 94, 1042, 0]"
"[2, 100, 1057, 0]"
"[2, 60, 1012, 0]"
"[2, 74, 1030, 0]"
"[2, 63, 1012, 0]"
"[3, 100, 1051, 0]"
"[3, 67, 1015, 0]"
"[3, 73, 1021, 0]"
"[3, 68, 1036, 0]"
"[2, 94, 1051, 0]"
"[2, 95, 1015, 0]"
"[2, 100, 1051, 0]"
"[3, 65, 1021, 0]"
"[3, 88, 1036, 0]"
"[3, 70, 1119, 2]"
"[3, 88, 1009, 2]"
"[3, 100, 1132, 2]"
"[3, 96, 1060, 0]"
"[2, 78, 1048, 0]"
"[2, 100, 1060, 0]"
"[3, 86, 1018, 0]"
"[3, 100, 1060, 0]"
"[3, 88, 1060, 0]"
"[3, 90, 1060, 0]"
"[3, 99, 1060, 0]"
"[3, 100, 1060, 0]"
"[3, 90, 1054, 0]"
"[3, 87, 1060, 0]"
"[3, 78, 1015, 0]"
"[3, 78, 1060, 0]"
"[3, 75, 1039, 0]"
"[3, 100, 1060, 0]"
"[3, 78, 1060, 0]"
"[2, 100, 1060, 0]"
"[2, 100, 1009, 0]"
"[3, 94, 1060, 0]"
"[2, 95, 1060, 0]"
"[2, 90, 1060, 0]"
"[2, 98, 1060, 0]"
"[2, 95, 1060, 0]"
"[3, 100, 1060, 0]"
"[3, 100, 1060, 0]"
"[3, 100, 1060, 0]"
"[3, 74, 1060, 0]"
"[2, 80, 1024, 0]"
"[1, 100, 1060, 0]"
"[3, 100, 1060, 0]"
"[3, 90, 1060, 0]"
"[3, 100, 1060, 0]"
"[2, 85, 1060, 0]"
"[3, 78, 1054, 0]"
"[3, 82, 1054, 0]"
"[2, 90, 1027, 0]"
"[3, 95, 1039, 0]"
"[1, 91, 1060, 0]"
"[2, 100, 1060, 0]"
"[2, 84, 1027, 0]"
"[3, 100, 1060, 0]"
"[2, 85, 1003, 0]"
"[2, 80, 1003, 0]"
"[3, 80, 1045, 0]"
"[3, 74, 1045, 0]"
"[2, 86, 1006, 0]"
"[3, 100, 1060, 0]"
"[2, 96, 1030, 0]"
"[2, 80, 1045, 0]"
"[1, 100, 1060, 0]"
"[3, 100, 1003, 0]"
"[3, 100, 1060, 0]"
"[2, 100, 1060, 0]"
"[3, 100, 1051, 0]"
"[3, 100, 1045, 0]"
"[3, 82, 1060, 0]"
"[1, 68, 1003, 0]"
"[3, 72, 1009, 0]"
"[3, 97, 1060, 0]"
"[2, 93, 1051, 0]"
"[2, 73, 1018, 0]"
"[2, 100, 1060, 0]"
"[3, 100, 1060, 0]"
"[3, 77, 1036, 0]"
"[3, 90, 1051, 0]"
"[2, 90, 1018, 0]"
"[3, 83, 1036, 1]"
"[3, 80, 1012, 1]"
"[3, 86, 1033, 0]"
"[2, 100, 1027, 0]"
"[3, 88, 1042, 0]"
"[3, 100, 1024, 0]"
"[3, 100, 1030, 0]"
"[3, 100, 1042, 0]"
"[3, 100, 1024, 0]"
"[3, 100, 1018, 0]"
"[3, 100, 1033, 0]"
"[3, 95, 1039, 0]"
"[3, 98, 1030, 0]"
"[3, 68, 1027, 0]"
"[1, 89, 1042, 0]"
"[2, 87, 1045, 0]"
"[3, 98, 1024, 0]"
"[2, 90, 1039, 0]"
"[3, 93, 1036, 0]"
"[3, 77, 1027, 0]"
"[3, 100, 1048, 0]"
"[3, 90, 1039, 0]"
"[3, 98, 1024, 0]"
"[3, 90, 1048, 0]"
"[3, 77, 1027, 0]"
"[3, 73, 1018, 0]"
"[3, 76, 1027, 0]"
"[3, 97, 1036, 0]"
"[3, 100, 1027, 0]"
"[3, 100, 1024, 0]"
"[3, 81, 1036, 0]"
"[3, 100, 1015, 0]"
"[3, 90, 1033, 0]"
"[3, 100, 1033, 0]"
"[3, 80, 1033, 0]"
"[3, 72, 1033, 0]"
"[3, 72, 1042, 0]"
"[3, 100, 1048, 0]"
"[3, 100, 1033, 0]"
"[3, 88, 1027, 0]"
"[3, 91, 1027, 0]"
"[3, 100, 1030, 0]"
"[3, 95, 1024, 0]"
"[2, 78, 1030, 0]"
"[3, 76, 1021, 0]"
"[3, 92, 1039, 0]"
"[3, 90, 1021, 0]"
"[3, 100, 1045, 0]"
"[3, 96, 1039, 0]"
"[3, 89, 1018, 0]"
"[3, 100, 1033, 0]"
"[3, 100, 1039, 0]"
"[3, 100, 1024, 0]"
"[2, 78, 1012, 0]"
"[3, 100, 1157, 0]"
"[3, 75, 1024, 0]"
"[3, 65, 1009, 0]"
"[3, 98, 1015, 0]"
"[3, 100, 1033, 0]"
"[3, 80, 1027, 0]"
"[3, 94, 1033, 0]"
"[2, 60, 1054, 0]"
"[3, 100, 1027, 0]"
"[3, 100, 1027, 0]"
"[2, 95, 1030, 0]"
"[3, 100, 1030, 0]"
"[2, 100, 1027, 0]"
"[3, 91, 1030, 0]"
"[3, 98, 1042, 0]"
"[3, 100, 1048, 0]"
"[3, 85, 1027, 0]"
"[2, 84, 1009, 0]"
"[2, 100, 1015, 0]"
"[3, 100, 1048, 0]"
"[3, 89, 1033, 0]"
"[2, 92, 1015, 0]"
"[3, 96, 1024, 0]"
"[2, 80, 1018, 0]"
"[2, 94, 1009, 0]"
"[3, 60, 1048, 1]"
"[2, 92, 1048, 1]"
"[3, 69, 1015, 3]"
"[3, 95, 1054, 3]"
"[1, 100, 1054, 0]"
"[3, 100, 1054, 0]"
"[3, 100, 1054, 0]"
"[3, 77, 1036, 2]"
"[2, 98, 1033, 1]"
"[2, 94, 1006, 0]"
"[3, 68, 1048, 2]"
"[2, 97, 1006, 1]"
"[3, 100, 1042, 1]"
"[2, 90, 1048, 0]"
"[2, 90, 1018, 3]"
"[3, 80, 1036, 1]"
"[1, 72, 1021, 3]"
"[3, 83, 1033, 3]"
"[3, 100, 1042, 1]"
"[3, 98, 1048, 2]"
"[3, 100, 1048, 0]"
"[3, 73, 1030, 2]"
"[3, 78, 1006, 3]"
"[2, 85, 1030, 2]"
"[3, 94, 1015, 0]"
"[3, 82, 1030, 2]"
"[3, 97, 1048, 0]"
"[3, 87, 1042, 1]"
"[1, 92, 1054, 1]"
"[1, 100, 1054, 0]"
"[3, 83, 1048, 1]"
"[2, 77, 1024, 3]"
"[3, 100, 1054, 0]"
"[3, 75, 1036, 3]"
"[3, 90, 1048, 0]"
"[2, 94, 1027, 2]"
"[3, 100, 1048, 0]"
"[3, 97, 1036, 0]"
"[2, 95, 1006, 0]"
"[3, 100, 1048, 1]"
"[3, 96, 1048, 1]"
"[3, 81, 1048, 1]"
"[3, 84, 1030, 3]"
"[3, 100, 1030, 3]"
"[3, 82, 1036, 3]"
"[3, 90, 1054, 1]"
"[3, 64, 1036, 2]"
"[3, 73, 1042, 2]"
"[3, 90, 1030, 1]"
"[3, 75, 1021, 0]"
"[3, 100, 1048, 0]"
"[3, 78, 1024, 2]"
"[3, 98, 1048, 1]"
"[3, 98, 1042, 1]"
"[3, 85, 1021, 3]"
"[3, 78, 1024, 3]"
"[3, 92, 1042, 0]"
"[3, 100, 1048, 0]"
"[3, 73, 1042, 2]"
"[3, 84, 1036, 2]"
"[3, 80, 1054, 0]"
"[3, 83, 1042, 2]"
"[3, 94, 1030, 3]"
"[3, 88, 1036, 3]"
"[3, 89, 1036, 2]"
"[1, 100, 1048, 1]"
"[3, 100, 1048, 1]"
"[1, 75, 1039, 3]"
"[3, 70, 1030, 0]"
"[1, 92, 1048, 1]"
"[3, 100, 1048, 1]"
"[2, 81, 1006, 0]"
"[3, 90, 1048, 0]"
"[1, 86, 1036, 3]"
"[3, 90, 1030, 3]"
"[3, 72, 1006, 3]"
"[3, 82, 1042, 1]"
"[3, 68, 1030, 3]"
"[3, 60, 1024, 3]"
"[3, 91, 1048, 1]"
"[3, 90, 1015, 0]"
"[3, 95, 1042, 1]"
"[3, 78, 1042, 2]"
"[3, 95, 1048, 1]"
"[3, 100, 1048, 0]"
"[3, 98, 1048, 1]"
"[3, 75, 1024, 2]"
"[3, 95, 1048, 1]"
"[3, 86, 1054, 0]"
"[3, 88, 1030, 0]"
"[3, 84, 1048, 1]"
"[3, 88, 1042, 3]"
"[3, 85, 1042, 1]"
"[1, 89, 1006, 0]"
"[3, 94, 1036, 3]"
"[2, 91, 1042, 3]"
"[3, 87, 1042, 1]"
"[3, 68, 1036, 2]"
"[3, 96, 1054, 0]"
"[3, 100, 1054, 0]"
"[2, 78, 1048, 0]"
"[3, 76, 1030, 3]"
"[2, 95, 1021, 3]"
"[2, 78, 1006, 0]"
"[3, 100, 1042, 0]"
"[1, 93, 1048, 0]"
"[3, 100, 1024, 3]"
"[3, 40, 1030, 3]"
"[3, 70, 1024, 0]"
"[3, 72, 1012, 0]"
"[3, 85, 1042, 1]"
"[3, 95, 1054, 0]"
"[2, 81, 1042, 1]"
"[3, 100, 1048, 0]"
"[3, 90, 1042, 0]"
"[3, 86, 1036, 1]"
"[2, 97, 1042, 1]"
"[3, 78, 1042, 2]"
"[3, 78, 1036, 2]"
"[1, 73, 1015, 2]"
"[3, 86, 1042, 1]"
"[3, 100, 1048, 0]"
"[3, 85, 1027, 2]"
"[1, 98, 1048, 0]"
"[3, 64, 1015, 2]"
"[3, 100, 1042, 1]"
"[3, 100, 1042, 0]"
"[3, 80, 1042, 1]"
"[3, 97, 1048, 1]"
"[3, 86, 1033, 2]"
"[3, 76, 1006, 0]"
"[3, 65, 1006, 0]"
"[3, 94, 1042, 1]"
"[3, 80, 1024, 1]"
"[3, 98, 1048, 1]"
"[3, 100, 1054, 0]"
"[3, 84, 1033, 0]"
"[3, 97, 1054, 0]"
"[1, 100, 1042, 1]"
"[3, 93, 1012, 0]"
"[3, 100, 1048, 0]"
"[3, 100, 1027, 1]"
"[3, 92, 1036, 2]"
"[3, 100, 1054, 0]"
"[3, 80, 1030, 1]"
"[3, 100, 1048, 0]"
"[3, 77, 1006, 0]"
"[2, 81, 1042, 2]"
"[3, 95, 1042, 1]"
"[3, 90, 1048, 1]"
"[3, 81, 1030, 1]"
"[2, 76, 1006, 2]"
"[1, 83, 1042, 2]"
"[3, 90, 1042, 1]"
"[3, 95, 1042, 2]"
"[3, 75, 1024, 2]"
"[1, 93, 1021, 0]"
"[3, 95, 1054, 0]"
"[3, 100, 1033, 2]"
"[2, 88, 1006, 0]"
"[3, 100, 1048, 1]"
"[3, 82, 1027, 2]"
"[3, 95, 1042, 1]"
"[3, 84, 1048, 2]"
"[1, 75, 1033, 2]"
"[3, 93, 1042, 2]"
"[3, 95, 1042, 1]"
"[3, 68, 1042, 1]"
"[3, 77, 1048, 1]"
"[3, 100, 1048, 1]"
"[3, 92, 1042, 1]"
"[2, 78, 1042, 1]"
"[2, 87, 1033, 2]"
"[3, 85, 1036, 1]"
"[3, 70, 1033, 2]"
"[3, 88, 1048, 1]"
"[3, 100, 1048, 1]"
"[3, 90, 1054, 0]"
"[3, 95, 1048, 0]"
"[3, 65, 1027, 2]"
"[3, 76, 1033, 2]"
"[2, 96, 1048, 0]"
"[3, 77, 1048, 2]"
"[3, 100, 1048, 1]"
"[1, 95, 1048, 1]"
"[3, 95, 1048, 0]"
"[3, 100, 1048, 1]"
"[1, 88, 1033, 2]"
"[3, 80, 1033, 1]"
"[3, 96, 1042, 1]"
"[3, 100, 1054, 0]"
"[3, 100, 1048, 0]"
"[3, 96, 1048, 0]"
"[3, 72, 1015, 2]"
"[3, 86, 1048, 2]"
"[3, 100, 1054, 0]"
"[3, 96, 1027, 2]"
"[3, 86, 1048, 0]"
"[3, 100, 1048, 0]"
"[3, 90, 1027, 1]"
"[3, 100, 1048, 1]"
"[1, 98, 1048, 1]"
"[2, 83, 1021, 0]"
"[3, 65, 1030, 2]"
"[3, 100, 1048, 1]"
"[3, 80, 1015, 0]"
"[3, 100, 1048, 0]"
"[1, 87, 1006, 0]"
"[3, 94, 1021, 2]"
"[3, 83, 1042, 1]"
"[3, 80, 1033, 0]"
"[3, 99, 1033, 0]"
"[3, 70, 1021, 0]"
"[3, 100, 1048, 0]"
"[2, 89, 1021, 2]"
"[2, 92, 1051, 0]"
"[3, 88, 1048, 1]"
"[2, 66, 1015, 2]"
"[3, 94, 1042, 1]"
"[3, 97, 1048, 1]"
"[2, 96, 1027, 2]"
"[3, 100, 1054, 0]"
"[2, 100, 1021, 2]"
"[3, 83, 1042, 1]"
"[3, 95, 1018, 3]"
"[2, 72, 1042, 2]"
"[2, 80, 1033, 2]"
"[3, 60, 1006, 0]"
"[3, 100, 1015, 2]"
"[3, 76, 1033, 1]"
"[1, 72, 1006, 0]"
"[3, 85, 1048, 1]"
"[3, 70, 1024, 2]"
"[3, 83, 1027, 2]"
"[3, 74, 1033, 1]"
"[2, 92, 1024, 0]"
"[1, 77, 1012, 0]"
"[3, 94, 1060, 0]"
"[3, 74, 1018, 0]"
"[3, 98, 1048, 0]"
"[3, 94, 1054, 0]"
"[3, 96, 1042, 1]"
"[2, 100, 1054, 0]"
"[1, 95, 1054, 0]"
"[2, 82, 1021, 1]"
"[3, 92, 1048, 1]"
"[3, 100, 1042, 1]"
"[3, 98, 1048, 1]"
"[1, 100, 1042, 0]"
"[1, 100, 1042, 0]"
"[3, 82, 1042, 1]"
"[3, 90, 1048, 1]"
"[3, 100, 1042, 1]"
"[3, 94, 1054, 0]"
"[2, 81, 1042, 1]"
"[1, 87, 1042, 1]"
"[3, 70, 1042, 1]"
"[2, 100, 1039, 1]"
"[3, 87, 1048, 1]"
"[3, 100, 1030, 1]"
"[3, 96, 1054, 0]"
"[2, 90, 1042, 0]"
"[3, 89, 1042, 1]"
"[3, 78, 1036, 0]"
"[2, 72, 1018, 0]"
"[2, 99, 1042, 1]"
"[1, 100, 1054, 0]"
"[3, 95, 1042, 1]"
"[3, 100, 1048, 0]"
"[2, 70, 1027, 1]"
"[2, 95, 1033, 1]"
"[3, 98, 1015, 1]"
"[2, 73, 1039, 1]"
"[3, 80, 1048, 1]"
"[2, 100, 1054, 0]"
"[3, 100, 1054, 0]"
"[3, 100, 1048, 0]"
"[3, 95, 1036, 1]"
"[3, 100, 1054, 0]"
"[2, 80, 1012, 1]"
"[3, 80, 1042, 1]"
"[3, 97, 1042, 1]"
"[2, 80, 1015, 0]"
"[3, 86, 1033, 1]"
"[3, 90, 1042, 1]"
"[3, 72, 1030, 1]"
"[2, 87, 1042, 1]"
"[3, 73, 1042, 1]"
"[3, 100, 1042, 1]"
"[3, 100, 1042, 0]"
"[2, 100, 1048, 0]"
"[3, 83, 1042, 1]"
"[3, 100, 1054, 0]"
"[1, 100, 1054, 0]"
"[3, 73, 1042, 1]"
"[3, 75, 1048, 1]"
"[2, 90, 1006, 0]"
"[3, 90, 1030, 1]"
"[3, 85, 1033, 1]"
"[2, 85, 1042, 1]"
"[1, 73, 1006, 0]"
"[1, 72, 1033, 0]"
"[3, 86, 1036, 1]"
"[3, 78, 1012, 1]"
"[3, 63, 1009, 0]"
"[1, 100, 1042, 1]"
"[3, 83, 1006, 0]"
"[3, 74, 1021, 1]"
"[3, 75, 1030, 1]"
"[1, 70, 1042, 1]"
"[3, 100, 1054, 0]"
"[3, 98, 1054, 0]"
"[1, 100, 1036, 1]"
"[1, 70, 1048, 0]"
"[1, 78, 1036, 1]"
"[1, 85, 1048, 0]"
"[2, 100, 1054, 0]"
"[3, 100, 1036, 1]"
"[3, 92, 1042, 1]"
"[3, 100, 1036, 1]"
"[3, 68, 1021, 0]"
"[3, 80, 1048, 0]"
"[3, 74, 1042, 1]"
"[2, 100, 1054, 0]"
"[3, 74, 1021, 0]"
"[2, 77, 1027, 1]"
"[3, 60, 1033, 0]"
"[3, 84, 1054, 0]"
"[3, 89, 1042, 1]"
"[2, 100, 1021, 1]"
"[1, 100, 1048, 1]"
"[3, 64, 1054, 0]"
"[2, 98, 1015, 1]"
"[3, 82, 1042, 1]"
"[1, 98, 1048, 0]"
"[3, 97, 1036, 1]"
"[2, 86, 1042, 1]"
"[3, 90, 1054, 0]"
"[3, 100, 1042, 1]"
"[3, 95, 1024, 0]"
"[3, 95, 1042, 1]"
"[3, 87, 1042, 1]"
"[3, 94, 1054, 1]"
"[3, 94, 1030, 1]"
"[3, 100, 1036, 1]"
"[2, 80, 1042, 1]"
"[3, 80, 1036, 0]"
"[3, 72, 1042, 0]"
"[3, 60, 1021, 1]"
"[3, 94, 1048, 1]"
"[3, 65, 1033, 1]"
"[3, 94, 1024, 0]"
"[3, 94, 1024, 0]"
"[2, 95, 1042, 1]"
"[1, 80, 1042, 0]"
"[3, 100, 1054, 0]"
"[3, 68, 1012, 0]"
"[3, 60, 1021, 1]"
"[3, 100, 1042, 0]"
"[3, 84, 1015, 1]"
"[3, 100, 1042, 1]"
"[3, 65, 1021, 0]"
"[3, 77, 1024, 1]"
"[3, 86, 1048, 0]"
"[3, 91, 1042, 0]"
"[3, 60, 1033, 1]"
"[2, 82, 1024, 1]"
"[3, 100, 1054, 0]"
"[3, 77, 1054, 0]"
"[3, 86, 1054, 0]"
"[1, 63, 1009, 1]"
"[3, 72, 1042, 1]"
"[3, 87, 1036, 1]"
"[3, 92, 1036, 0]"
"[1, 72, 1036, 1]"
"[2, 83, 1042, 1]"
"[3, 90, 1048, 1]"
"[3, 100, 1048, 0]"
"[1, 88, 1033, 1]"
"[2, 80, 1006, 0]"
"[3, 97, 1048, 0]"
"[3, 68, 1042, 1]"
"[3, 84, 1048, 1]"
"[3, 83, 1033, 1]"
"[3, 82, 1030, 1]"
"[2, 76, 1009, 0]"
"[3, 70, 1009, 0]"
"[3, 93, 1021, 0]"
"[3, 91, 1054, 0]"
"[3, 82, 1054, 0]"
"[3, 100, 1048, 0]"
"[3, 80, 1054, 0]"
"[3, 80, 1054, 0]"
"[3, 96, 1012, 0]"
"[3, 64, 1048, 0]"
"[3, 90, 1048, 0]"
"[2, 86, 1036, 0]"
"[3, 90, 1054, 0]"
"[3, 100, 1021, 0]"
"[3, 100, 1054, 0]"
"[1, 100, 1048, 0]"
"[2, 84, 1021, 0]"
"[3, 90, 1054, 0]"
"[3, 70, 1021, 0]"
"[1, 79, 1042, 0]"
"[2, 76, 1042, 0]"
"[3, 68, 1012, 0]"
"[3, 70, 1048, 0]"
"[3, 78, 1036, 0]"
"[1, 100, 1054, 0]"
"[3, 94, 1021, 0]"
"[3, 67, 1015, 0]"
"[3, 80, 1024, 0]"
"[2, 88, 1042, 0]"
"[1, 88, 1054, 0]"
"[1, 98, 1054, 0]"
"[3, 88, 1042, 0]"
"[3, 100, 1054, 0]"
"[3, 94, 1033, 0]"
"[1, 100, 1006, 0]"
"[3, 77, 1033, 0]"
"[3, 96, 1021, 0]"
"[3, 82, 1048, 0]"
"[3, 93, 1048, 0]"
"[3, 100, 1048, 0]"
"[3, 89, 1054, 0]"
"[2, 100, 1042, 0]"
"[2, 85, 1048, 0]"
"[1, 100, 1054, 0]"
"[2, 94, 1015, 0]"
"[3, 97, 1006, 0]"
"[3, 97, 1054, 0]"
"[3, 79, 1042, 0]"
"[3, 86, 1048, 0]"
"[3, 76, 1006, 0]"
"[3, 82, 1033, 0]"
"[3, 80, 1048, 0]"
"[3, 72, 1039, 0]"
"[3, 100, 1054, 0]"
"[3, 71, 1021, 0]"
"[3, 84, 1021, 0]"
"[2, 80, 1024, 0]"
"[3, 70, 1033, 0]"
"[3, 72, 1009, 0]"
"[3, 100, 1054, 0]"
"[3, 97, 1054, 0]"
"[3, 90, 1039, 0]"
"[3, 96, 1054, 0]"
"[3, 73, 1048, 0]"
"[2, 90, 1042, 0]"
"[3, 100, 1042, 0]"
"[2, 90, 1042, 0]"
"[2, 96, 1012, 0]"
"[3, 100, 1048, 0]"
"[2, 100, 1054, 0]"
"[1, 78, 1021, 0]"
"[3, 92, 1054, 0]"
"[3, 91, 1048, 0]"
"[2, 100, 1054, 0]"
"[3, 82, 1048, 0]"
"[3, 87, 1018, 0]"
"[3, 97, 1048, 0]"
"[3, 88, 1042, 0]"
"[2, 90, 1021, 0]"
"[3, 95, 1012, 0]"
"[3, 86, 1024, 0]"
"[3, 100, 1045, 0]"
"[3, 84, 1042, 0]"
"[3, 60, 1012, 0]"
"[3, 100, 1054, 0]"
"[3, 100, 1021, 0]"
"[3, 93, 1030, 0]"
"[3, 68, 1030, 0]"
"[1, 70, 1024, 0]"
"[3, 70, 1012, 0]"
"[3, 95, 1054, 0]"
"[3, 90, 1054, 0]"
"[3, 97, 1048, 0]"
"[3, 90, 1048, 0]"
"[1, 90, 1027, 0]"
"[2, 74, 1048, 0]"
"[3, 100, 1048, 0]"
"[2, 100, 1054, 0]"
"[1, 87, 1042, 0]"
"[3, 90, 1054, 0]"
"[1, 78, 1054, 0]"
"[3, 75, 1033, 0]"
"[3, 100, 1054, 0]"
"[3, 95, 1042, 0]"
"[2, 88, 1033, 0]"
"[3, 80, 1036, 0]"
"[3, 70, 1012, 0]"
"[3, 82, 1039, 0]"
"[3, 68, 1027, 0]"
"[3, 82, 1030, 0]"
"[2, 92, 1006, 0]"
"[3, 88, 1048, 0]"
"[3, 100, 1048, 0]"
"[3, 82, 1036, 0]"
"[2, 100, 1054, 0]"
"[1, 83, 1012, 0]"
"[3, 89, 1042, 0]"
"[3, 77, 1048, 0]"
"[3, 76, 1054, 0]"
"[2, 97, 1006, 0]"
"[3, 82, 1048, 0]"
"[1, 96, 1033, 0]"
"[1, 96, 1042, 0]"
"[3, 92, 1042, 0]"
"[2, 88, 1048, 0]"
"[3, 78, 1024, 0]"
"[2, 63, 1015, 0]"
"[3, 84, 1048, 0]"
"[3, 87, 1039, 0]"
"[3, 94, 1054, 0]"
"[3, 91, 1042, 0]"
"[2, 94, 1042, 0]"
"[3, 100, 1030, 0]"
"[3, 82, 1015, 0]"
"[2, 100, 1054, 0]"
"[3, 93, 1048, 0]"
"[1, 97, 1054, 0]"
"[3, 85, 1048, 0]"
"[3, 77, 1042, 0]"
"[3, 100, 1048, 0]"
"[3, 95, 1048, 0]"
"[3, 93, 1054, 0]"
"[3, 78, 1021, 0]"
"[3, 74, 1006, 1]"
"[3, 78, 1039, 1]"
"[3, 86, 1042, 0]"
"[3, 83, 1039, 0]"
"[3, 80, 1042, 0]"
"[3, 90, 1054, 0]"
"[3, 82, 1054, 0]"
"[2, 81, 1048, 0]"
"[2, 96, 1042, 0]"
"[3, 95, 1054, 0]"
"[3, 94, 1054, 0]"
"[3, 75, 1042, 0]"
"[3, 78, 1054, 0]"
"[3, 98, 1036, 0]"
"[3, 81, 1042, 0]"
"[3, 100, 1021, 0]"
"[3, 100, 1054, 0]"
"[3, 83, 1054, 0]"
"[3, 83, 1054, 0]"
"[3, 66, 1048, 0]"
"[2, 86, 1042, 0]"
"[3, 90, 1030, 0]"
"[2, 100, 1048, 0]"
"[3, 77, 1024, 0]"
"[1, 82, 1054, 0]"
"[3, 85, 1042, 0]"
"[2, 81, 1021, 0]"
"[3, 100, 1054, 0]"
"[3, 72, 1042, 0]"
"[2, 96, 1033, 0]"
"[3, 100, 1054, 0]"
"[3, 82, 1048, 0]"
"[1, 86, 1048, 0]"
"[3, 75, 1006, 0]"
"[3, 100, 1054, 0]"
"[3, 94, 1054, 0]"
"[3, 100, 1054, 0]"
